sample_date,site_id,lab_owner,analysis,enterococci_cfu_per_100ml,enterococci_cfu_per_100ml_numeric,sample_number
2006-12-13,CN11,MICRO,ENTERO,48,48,349001
2006-12-27,CN11,MICRO,ENTERO,76,76,349002
2007-01-10,CN11,MICRO,ENTERO,73,73,349003
2007-01-24,CN11,MICRO,ENTERO,<1,0.3333333333333333,349004
2007-02-07,CN11,MICRO,ENTERO,250,250,349005
2007-02-21,CN11,MICRO,ENTERO,44,44,349006
2007-03-07,CN11,MICRO,ENTERO,15,15,349007
2007-04-04,CN11,MICRO,ENTERO,<1,0.3333333333333333,349008
2007-04-18,CN11,MICRO,ENTERO,49,49,349009
2007-05-02,CN11,MICRO,ENTERO,6,6,349010
2007-05-16,CN11,MICRO,ENTERO,150,150,349011
2007-05-30,CN11,MICRO,ENTERO,15,15,349012
2008-08-20,CN11,MICRO,ENTERO,8,8,349644
2008-09-03,CN11,MICRO,ENTERO,20,20,374428
2008-09-17,CN11,MICRO,ENTERO,1,1,376774
2008-10-01,CN11,MICRO,ENTERO,<1,0.3333333333333333,383688
2008-10-15,CN11,MICRO,ENTERO,33,33,393062
2008-10-29,CN11,MICRO,ENTERO,1,1,406931
2008-11-12,CN11,MICRO,ENTERO,350,350,410317
2008-11-26,CN11,MICRO,ENTERO,<1,0.3333333333333333,414386
2008-12-10,CN11,MICRO,ENTERO,<50,16.666666666666668,418974
2008-12-22,CN11,MICRO,ENTERO,1100,1100,420504
2009-01-07,CN11,MICRO,ENTERO,3,3,421594
2009-01-21,CN11,MICRO,ENTERO,30,30,423939
2009-02-04,CN11,MICRO,ENTERO,1,1,426533
2009-02-18,CN11,MICRO,ENTERO,36,36,429108
2009-03-04,CN11,MICRO,ENTERO,27,27,431696
2009-03-18,CN11,MICRO,ENTERO,400,400,434323
2009-04-01,CN11,MICRO,ENTERO,59,59,436791
2009-04-15,CN11,MICRO,ENTERO,4,4,439911
2009-04-29,CN11,MICRO,ENTERO,62,62,441773
2009-05-13,CN11,MICRO,ENTERO,52,52,444017
2009-05-27,CN11,MICRO,ENTERO,200,200,446623
2009-06-10,CN11,MICRO,ENTERO,1400,1400,449139
2009-06-24,CN11,MICRO,ENTERO,100,100,451271
2009-07-08,CN11,MICRO,ENTERO,17,17,453448
2009-07-22,CN11,MICRO,ENTERO,5,5,456218
2009-08-05,CN11,MICRO,ENTERO,10,10,458277
2009-08-19,CN11,MICRO,ENTERO,13,13,460490
2009-09-02,CN11,MICRO,ENTERO,38,38,462877
2009-09-16,CN11,MICRO,ENTERO,2400,2400,465227
2009-09-30,CN11,MICRO,ENTERO,2,2,467364
2009-10-14,CN11,MICRO,ENTERO,9,9,476581
2009-10-28,CN11,MICRO,ENTERO,24,24,490640
2009-11-11,CN11,MICRO,ENTERO,22,22,493045
2009-11-25,CN11,MICRO,ENTERO,27,27,495454
2009-12-09,CN11,MICRO,ENTERO,68,68,497968
2009-12-22,CN11,MICRO,ENTERO,<1,0.3333333333333333,499405
2010-01-06,CN11,MICRO,ENTERO,<1,0.3333333333333333,500691
2010-01-20,CN11,MICRO,ENTERO,2,2,502886
2010-02-03,CN11,MICRO,ENTERO,2,2,505396
2010-02-17,CN11,MICRO,ENTERO,<1,0.3333333333333333,507960
2010-03-03,CN11,MICRO,ENTERO,3,3,510575
2010-03-17,CN11,MICRO,ENTERO,39,39,512760
2010-03-30,CN11,MICRO,ENTERO,36,36,514438
2010-04-14,CN11,MICRO,ENTERO,5,5,516366
2010-04-28,CN11,MICRO,ENTERO,37,37,518179
2010-05-12,CN11,MICRO,ENTERO,22,22,520152
2010-05-26,CN11,MICRO,ENTERO,19,19,522290
2010-06-09,CN11,MICRO,ENTERO,39,39,524112
2010-06-23,CN11,MICRO,ENTERO,17,17,526065
2010-07-07,CN11,MICRO,ENTERO,<1,0.3333333333333333,528008
2010-07-21,CN11,MICRO,ENTERO,9,9,530004
2010-08-04,CN11,MICRO,ENTERO,4,4,531968
2010-08-18,CN11,MICRO,ENTERO,2100,2100,533736
2010-09-01,CN11,MICRO,ENTERO,13,13,535684
2010-09-15,CN11,MICRO,ENTERO,59,59,551270
2010-09-29,CN11,MICRO,ENTERO,<1,0.3333333333333333,553231
2010-10-13,CN11,MICRO,ENTERO,3,3,555683
2010-10-27,CN11,MICRO,ENTERO,3,3,558207
2010-11-10,CN11,MICRO,ENTERO,<1,0.3333333333333333,560401
2010-11-24,CN11,MICRO,ENTERO,150,150,562659
2010-12-08,CN11,MICRO,ENTERO,3,3,565264
2010-12-22,CN11,MICRO,ENTERO,19,19,576185
2011-01-05,CN11,MICRO,ENTERO,27,27,577563
2011-01-19,CN11,MICRO,ENTERO,14,14,579627
2011-02-02,CN11,MICRO,ENTERO,54,54,582289
2011-02-16,CN11,MICRO,ENTERO,11,11,584833
2011-03-02,CN11,MICRO,ENTERO,1,1,591799
2011-03-16,CN11,MICRO,ENTERO,12,12,594204
2011-03-30,CN11,MICRO,ENTERO,26,26,596442
2011-04-13,CN11,MICRO,ENTERO,<1,0.3333333333333333,598951
2011-04-28,CN11,MICRO,ENTERO,4,4,602286
2011-05-11,CN11,MICRO,ENTERO,150,150,604382
2011-05-25,CN11,MICRO,ENTERO,5,5,606741
2011-06-08,CN11,MICRO,ENTERO,35,35,609222
2011-06-22,CN11,MICRO,ENTERO,20,20,611420
2011-07-06,CN11,MICRO,ENTERO,2,2,614119
2011-07-20,CN11,MICRO,ENTERO,1,1,616942
2011-08-03,CN11,MICRO,ENTERO,<1,0.3333333333333333,619872
2011-08-17,CN11,MICRO,ENTERO,28,28,622277
2011-08-31,CN11,MICRO,ENTERO,8,8,625106
2011-09-14,CN11,MICRO,ENTERO,2,2,627705
2011-09-28,CN11,MICRO,ENTERO,2,2,630652
2011-10-12,CN11,MICRO,ENTERO,39,39,633765
2011-10-26,CN11,MICRO,ENTERO,<1,0.3333333333333333,636794
2011-11-09,CN11,MICRO,ENTERO,4,4,639512
2011-11-23,CN11,MICRO,ENTERO,38,38,642605
2011-12-07,CN11,MICRO,ENTERO,1,1,645668
2011-12-21,CN11,MICRO,ENTERO,19,19,648192
2012-01-04,CN11,MICRO,ENTERO,2,2,649515
2012-01-18,CN11,MICRO,ENTERO,6,6,651479
2012-02-01,CN11,MICRO,ENTERO,1,1,654765
2012-02-15,CN11,MICRO,ENTERO,6,6,657704
2012-02-29,CN11,MICRO,ENTERO,63,63,660917
2012-03-14,CN11,MICRO,ENTERO,20,20,663919
2012-03-28,CN11,MICRO,ENTERO,32,32,666529
2012-04-11,CN11,MICRO,ENTERO,86,86,668507
2012-04-25,CN11,MICRO,ENTERO,4,4,670880
2012-05-09,CN11,MICRO,ENTERO,5,5,673306
2012-05-23,CN11,MICRO,ENTERO,10,10,676029
2012-06-06,CN11,MICRO,ENTERO,11,11,678783
2012-06-20,CN11,MICRO,ENTERO,10,10,681311
2012-07-04,CN11,MICRO,ENTERO,150,150,683976
2012-07-18,CN11,MICRO,ENTERO,7,7,686495
2012-08-01,CN11,MICRO,ENTERO,55,55,689177
2012-08-15,CN11,MICRO,ENTERO,24,24,691470
2012-08-29,CN11,MICRO,ENTERO,1,1,694061
2012-09-12,CN11,MICRO,ENTERO,2,2,696701
2012-09-26,CN11,MICRO,ENTERO,5,5,699013
2012-10-10,CN11,MICRO,ENTERO,5,5,701557
2012-10-24,CN11,MICRO,ENTERO,1,1,704269
2012-11-07,CN11,MICRO,ENTERO,36,36,707056
2012-11-21,CN11,MICRO,ENTERO,61,61,711458
2012-12-05,CN11,MICRO,ENTERO,1,1,712353
2012-12-19,CN11,MICRO,ENTERO,32,32,714753
2013-01-02,CN11,MICRO,ENTERO,<1,0.3333333333333333,715462
2013-01-16,CN11,MICRO,ENTERO,>150,450,717795
2013-01-30,CN11,MICRO,ENTERO,<1,0.3333333333333333,720368
2013-02-13,CN11,MICRO,ENTERO,11,11,722980
2013-02-27,CN11,MICRO,ENTERO,17,17,725593
2013-03-13,CN11,MICRO,ENTERO,14,14,728191
2013-03-27,CN11,MICRO,ENTERO,12,12,729824
2013-04-10,CN11,MICRO,ENTERO,22,22,732200
2013-04-24,CN11,MICRO,ENTERO,<1,0.3333333333333333,734613
2013-05-08,CN11,MICRO,ENTERO,150,150,736745
2013-05-22,CN11,MICRO,ENTERO,15,15,739287
2013-06-05,CN11,MICRO,ENTERO,15,15,741712
2013-06-19,CN11,MICRO,ENTERO,2150,2150,744028
2013-07-03,CN11,MICRO,ENTERO,2,2,746686
2013-07-17,CN11,MICRO,ENTERO,3,3,749114
2013-07-31,CN11,MICRO,ENTERO,3,3,751586
2013-08-14,CN11,MICRO,ENTERO,14,14,753779
2013-08-28,CN11,MICRO,ENTERO,44,44,756277
2013-09-11,CN11,MICRO,ENTERO,<1,0.3333333333333333,758634
2013-09-25,CN11,MICRO,ENTERO,3,3,760777
2013-10-09,CN11,MICRO,ENTERO,1,1,763531
2013-10-23,CN11,MICRO,ENTERO,4,4,766042
2013-11-06,CN11,MICRO,ENTERO,5,5,768538
2013-11-20,CN11,MICRO,ENTERO,2,2,771246
2013-12-04,CN11,MICRO,ENTERO,2,2,773917
2013-12-18,CN11,MICRO,ENTERO,49,49,776267
2014-01-02,CN11,MICRO,ENTERO,4,4,777864
2014-01-15,CN11,MICRO,ENTERO,16,16,779839
2014-01-29,CN11,MICRO,ENTERO,16,16,782315
2014-02-12,CN11,MICRO,ENTERO,48,48,784947
2014-02-26,CN11,MICRO,ENTERO,24,24,789994
2014-03-12,CN11,MICRO,ENTERO,1,1,792719
2014-03-26,CN11,MICRO,ENTERO,150,150,795325
2014-04-09,CN11,MICRO,ENTERO,26,26,797975
2014-04-23,CN11,MICRO,ENTERO,8,8,800181
2014-05-08,CN11,MICRO,ENTERO,12,12,802264
2014-05-21,CN11,MICRO,ENTERO,18,18,804567
2014-06-04,CN11,MICRO,ENTERO,78,78,807218
2014-06-18,CN11,MICRO,ENTERO,3,3,810395
2014-07-02,CN11,MICRO,ENTERO,10,10,813064
2014-07-16,CN11,MICRO,ENTERO,<1,0.3333333333333333,815462
2014-07-30,CN11,MICRO,ENTERO,13,13,818083
2014-08-13,CN11,MICRO,ENTERO,7,7,820515
2014-08-27,CN11,MICRO,ENTERO,44,44,823050
2014-09-10,CN11,MICRO,ENTERO,8,8,825379
2014-09-25,CN11,MICRO,ENTERO,16,16,827699
2014-10-08,CN11,MICRO,ENTERO,2,2,829864
2014-10-22,CN11,MICRO,ENTERO,13,13,832610
2014-11-05,CN11,MICRO,ENTERO,87,87,835121
2014-11-19,CN11,MICRO,ENTERO,59,59,837597
2014-12-03,CN11,MICRO,ENTERO,26,26,840208
2014-12-17,CN11,MICRO,ENTERO,10,10,842385
2014-12-30,CN11,MICRO,ENTERO,40,40,843947
2015-01-14,CN11,MICRO,ENTERO,12,12,846255
2015-01-28,CN11,MICRO,ENTERO,10,10,848940
2015-02-11,CN11,MICRO,ENTERO,1,1,851550
2015-02-25,CN11,MICRO,ENTERO,10,10,854301
2015-03-11,CN11,MICRO,ENTERO,3,3,857089
2015-03-25,CN11,MICRO,ENTERO,6,6,860114
2015-03-31,CN11,MICRO,ENTERO,4,4,861276
2015-04-08,CN11,MICRO,ENTERO,4,4,862202
2015-04-22,CN11,MICRO,ENTERO,2,2,865031
2015-05-06,CN11,MICRO,ENTERO,28,28,867114
2015-05-20,CN11,MICRO,ENTERO,3,3,868977
2015-06-03,CN11,MICRO,ENTERO,200,200,873960
2015-06-17,CN11,MICRO,ENTERO,28,28,876183
2015-07-01,CN11,MICRO,ENTERO,5,5,878984
2015-07-15,CN11,MICRO,ENTERO,4,4,881091
2015-07-29,CN11,MICRO,ENTERO,44,44,883600
2015-08-12,CN11,MICRO,ENTERO,5,5,886066
2015-08-26,CN11,MICRO,ENTERO,69,69,888297
2015-09-09,CN11,MICRO,ENTERO,>5000,15000,890615
2015-09-23,CN11,MICRO,ENTERO,18,18,893185
2015-10-07,CN11,MICRO,ENTERO,31,31,895253
2015-10-21,CN11,MICRO,ENTERO,10,10,898049
2015-11-04,CN11,MICRO,ENTERO,9,9,900762
2015-11-18,CN11,MICRO,ENTERO,72,72,903564
2015-12-02,CN11,MICRO,ENTERO,76,76,906310
2015-12-15,CN11,MICRO,ENTERO,16,16,908598
2015-12-22,CN11,MICRO,ENTERO,27,27,910040
2015-12-30,CN11,MICRO,ENTERO,34,34,911442
2016-01-06,CN11,MICRO,ENTERO,550,550,912523
2016-01-13,CN11,MICRO,ENTERO,19,19,913984
2016-01-27,CN11,MICRO,ENTERO,900,900,916575
2016-02-10,CN11,MICRO,ENTERO,2200,2200,919271
2016-02-24,CN11,MICRO,ENTERO,7,7,921939
2016-03-09,CN11,MICRO,ENTERO,14,14,924682
2016-03-22,CN11,MICRO,ENTERO,3,3,926799
2016-04-06,CN11,MICRO,ENTERO,2,2,929586
2016-04-20,CN11,MICRO,ENTERO,16,16,932128
2016-05-04,CN11,MICRO,ENTERO,22,22,934250
2016-05-18,CN11,MICRO,ENTERO,30,30,937004
2016-06-01,CN11,MICRO,ENTERO,62,62,939663
2016-06-15,CN11,MICRO,ENTERO,87,87,942269
2016-06-29,CN11,MICRO,ENTERO,30,30,944616
2016-07-13,CN11,MICRO,ENTERO,8,8,947204
2016-07-27,CN11,MICRO,ENTERO,550,550,949715
2016-08-10,CN11,MICRO,ENTERO,200,200,951520
2016-08-24,CN11,MICRO,ENTERO,51,51,954629
2016-09-07,CN11,MICRO,ENTERO,17,17,957046
2016-09-21,CN11,MICRO,ENTERO,49,49,959303
2016-10-05,CN11,MICRO,ENTERO,<1,0.3333333333333333,961835
2016-10-19,CN11,MICRO,ENTERO,21,21,964564
2016-11-02,CN11,MICRO,ENTERO,<1,0.3333333333333333,967290
2016-11-16,CN11,MICRO,ENTERO,82,82,969841
2016-11-30,CN11,MICRO,ENTERO,2,2,972499
2016-12-08,CN11,MICRO,ENTERO,<1,0.3333333333333333,974335
2016-12-09,CN11,MICRO,ENTERO,300,300,974938
2016-12-14,CN11,MICRO,ENTERO,2,2,975316
2016-12-13,CN11,MICRO,ENTERO,<1,0.3333333333333333,975607
2016-12-15,CN11,MICRO,ENTERO,<1,0.3333333333333333,976403
2016-12-29,CN11,MICRO,ENTERO,69,69,976938
2017-01-11,CN11,MICRO,ENTERO,76,76,979347
2017-01-25,CN11,MICRO,ENTERO,4,4,981850
2017-02-08,CN11,MICRO,ENTERO,<1,0.3333333333333333,984390
2017-02-22,CN11,MICRO,ENTERO,300,300,987149
2017-03-08,CN11,MICRO,ENTERO,2,2,989997
2017-03-22,CN11,MICRO,ENTERO,7,7,991778
2017-04-05,CN11,MICRO,ENTERO,28,28,994966
2017-04-19,CN11,MICRO,ENTERO,6,6,996739
2017-05-03,CN11,MICRO,ENTERO,2,2,999082
2017-05-17,CN11,MICRO,ENTERO,24,24,1001918
2017-05-31,CN11,MICRO,ENTERO,400,400,1004491
2017-06-14,CN11,MICRO,ENTERO,52,52,1006856
2017-06-28,CN11,MICRO,ENTERO,34,34,1009430
2017-07-12,CN11,MICRO,ENTERO,10,10,1012029
2017-07-26,CN11,MICRO,ENTERO,15,15,1014589
2017-08-10,CN11,MICRO,ENTERO,29,29,1017024
2017-08-23,CN11,MICRO,ENTERO,12,12,1019439
2017-09-06,CN11,MICRO,ENTERO,19,19,1022396
2017-09-20,CN11,MICRO,ENTERO,9,9,1025290
2017-10-04,CN11,MICRO,ENTERO,11,11,1027794
2017-10-18,CN11,MICRO,ENTERO,7,7,1030221
2017-11-01,CN11,MICRO,ENTERO,<1,0.3333333333333333,1032739
2017-11-15,CN11,MICRO,ENTERO,39,39,1035322
2017-11-29,CN11,MICRO,ENTERO,18,18,1037948
2017-12-13,CN11,MICRO,ENTERO,11,11,1040400
2017-12-28,CN11,MICRO,ENTERO,12,12,1042500
2018-01-10,CN11,MICRO,ENTERO,10,10,1045058
2018-01-24,CN11,MICRO,ENTERO,4,4,1048268
2018-02-07,CN11,MICRO,ENTERO,7,7,1050783
2018-02-21,CN11,MICRO,ENTERO,3,3,1053558
2018-03-07,CN11,MICRO,ENTERO,750,750,1056350
2018-03-22,CN11,MICRO,ENTERO,6,6,1059077
2018-04-04,CN11,MICRO,ENTERO,4,4,1060949
2018-04-18,CN11,MICRO,ENTERO,200,200,1063803
2018-05-02,CN11,MICRO,ENTERO,1,1,1065722
2018-05-16,CN11,MICRO,ENTERO,<1,0.3333333333333333,1068678
2018-05-30,CN11,MICRO,ENTERO,10,10,1071232
2018-06-13,CN11,MICRO,ENTERO,5,5,1074089
2018-06-27,CN11,MICRO,ENTERO,29,29,1076744
2018-07-11,CN11,MICRO,ENTERO,<1,0.3333333333333333,1079478
2018-07-25,CN11,MICRO,ENTERO,5,5,1082201
2018-08-08,CN11,MICRO,ENTERO,<1,0.3333333333333333,1084758
2018-08-22,CN11,MICRO,ENTERO,3,3,1087267
2018-09-05,CN11,MICRO,ENTERO,6,6,1089836
2018-09-19,CN11,MICRO,ENTERO,66,66,1092295
2018-10-03,CN11,MICRO,ENTERO,10,10,1095006
2018-10-17,CN11,MICRO,ENTERO,900,900,1097637
2018-10-31,CN11,MICRO,ENTERO,9,9,1100299
2018-11-14,CN11,MICRO,ENTERO,<1,0.3333333333333333,1102809
2018-11-28,CN11,MICRO,ENTERO,<1,0.3333333333333333,1105671
2018-12-12,CN11,MICRO,ENTERO,10,10,1107964
2018-12-17,CN11,MICRO,ENTERO,8,8,1108906
2019-01-09,CN11,MICRO,ENTERO,3,3,1112122
2019-01-23,CN11,MICRO,ENTERO,<1,0.3333333333333333,1114788
2019-02-06,CN11,MICRO,ENTERO,>5000,15000,1117598
2019-02-20,CN11,MICRO,ENTERO,65,65,1120124
2019-03-06,CN11,MICRO,ENTERO,1,1,1122884
2019-03-20,CN11,MICRO,ENTERO,11,11,1125508
2019-04-03,CN11,MICRO,ENTERO,250,250,1128110
2019-04-16,CN11,MICRO,ENTERO,5,5,1130497
2019-05-02,CN11,MICRO,ENTERO,28,28,1133296
2019-05-15,CN11,MICRO,ENTERO,<1,0.3333333333333333,1135196
2019-05-29,CN11,MICRO,ENTERO,3,3,1137623
2019-06-12,CN11,MICRO,ENTERO,550,550,1140262
2019-06-26,CN11,MICRO,ENTERO,3,3,1142839
2019-07-10,CN11,MICRO,ENTERO,20,20,1145449
2019-07-24,CN11,MICRO,ENTERO,200,200,1148096
2019-08-06,CN11,MICRO,ENTERO,28,28,1150273
2019-08-21,CN11,MICRO,ENTERO,1,1,1152888
2019-09-04,CN11,MICRO,ENTERO,7,7,1155543
2019-09-18,CN11,MICRO,ENTERO,<1,0.3333333333333333,1158084
2019-10-02,CN11,MICRO,ENTERO,4,4,1160590
2019-10-16,CN11,MICRO,ENTERO,1700,1700,1163338
2019-10-30,CN11,MICRO,ENTERO,1,1,1165900
2019-11-13,CN11,MICRO,ENTERO,12,12,1168635
2019-11-27,CN11,MICRO,ENTERO,<1,0.3333333333333333,1171242
2019-12-11,CN11,MICRO,ENTERO,4,4,1173856
2019-12-22,CN11,MICRO,ENTERO,3,3,1175906
2020-01-08,CN11,MICRO,ENTERO,9,9,1178304
2020-01-22,CN11,MICRO,ENTERO,41,41,1181077
2020-02-05,CN11,MICRO,ENTERO,13,13,1183658
2020-02-19,CN11,MICRO,ENTERO,15,15,1186410
2020-03-04,CN11,MICRO,ENTERO,5,5,1189003
2020-03-18,CN11,MICRO,ENTERO,<1,0.3333333333333333,1191791
2020-04-15,CN11,MICRO,ENTERO,6,6,1195444
2020-04-29,CN11,MICRO,ENTERO,1,1,1197530
2020-05-13,CN11,MICRO,ENTERO,9,9,1199564
2020-05-27,CN11,MICRO,ENTERO,3,3,1201478
2020-06-10,CN11,MICRO,ENTERO,29,29,1203292
2020-06-25,CN11,MICRO,ENTERO,5,5,1205571
2020-07-08,CN11,MICRO,ENTERO,1,1,1207523
2020-07-22,CN11,MICRO,ENTERO,1,1,1209599
2020-08-05,CN11,MICRO,ENTERO,1,1,1212110
2020-08-19,CN11,MICRO,ENTERO,1,1,1214117
2020-09-02,CN11,MICRO,ENTERO,3,3,1216464
2020-09-16,CN11,MICRO,ENTERO,4,4,1219018
2020-09-30,CN11,MICRO,ENTERO,24,24,1221262
2020-10-14,CN11,MICRO,ENTERO,<1,0.3333333333333333,1223534
2020-10-28,CN11,MICRO,ENTERO,11,11,1226222
2020-04-01,CN11,MICRO,ENTERO,4,4,1228066
2020-11-11,CN11,MICRO,ENTERO,71,71,1228716
2020-11-25,CN11,MICRO,ENTERO,9,9,1231494
2020-12-09,CN11,MICRO,ENTERO,18,18,1234264
2020-12-23,CN11,MICRO,ENTERO,<1,0.3333333333333333,1237002
2021-01-06,CN11,MICRO,ENTERO,6,6,1238800
2021-01-20,CN11,MICRO,ENTERO,6,6,1241491
2021-02-03,CN11,MICRO,ENTERO,15,15,1243857
2021-02-17,CN11,MICRO,ENTERO,2,2,1246383
2021-03-03,CN11,MICRO,ENTERO,9,9,1248974
2021-03-17,CN11,MICRO,ENTERO,3,3,1251551
2021-03-31,CN11,MICRO,ENTERO,>100,300,1254169
2021-04-14,CN11,MICRO,ENTERO,3,3,1256516
2021-05-05,CN11,MICRO,ENTERO,4,4,1260350
2021-05-12,CN11,MICRO,ENTERO,2,2,1261672
2021-05-26,CN11,MICRO,ENTERO,11,11,1264285
2021-06-09,CN11,MICRO,ENTERO,3,3,1266880
2021-06-23,CN11,MICRO,ENTERO,106,106,1269523
2021-07-07,CN11,MICRO,ENTERO,11,11,1272219
2021-07-21,CN11,MICRO,ENTERO,3,3,1274774
2021-08-04,CN11,MICRO,ENTERO,4,4,1277334
2021-08-18,CN11,MICRO,ENTERO,33,33,1280223
2021-09-01,CN11,MICRO,ENTERO,15,15,1282575
2021-09-15,CN11,MICRO,ENTERO,<1,0.3333333333333333,1285152
2021-09-29,CN11,MICRO,ENTERO,1,1,1287721
2021-10-13,CN11,MICRO,ENTERO,29,29,1290148
2021-10-27,CN11,MICRO,ENTERO,<1,0.3333333333333333,1292954
2021-11-10,CN11,MICRO,ENTERO,4,4,1295630
2021-11-24,CN11,MICRO,ENTERO,30,30,1298295
2021-12-08,CN11,MICRO,ENTERO,<10,3.3333333333333335,1301027
2021-12-22,CN11,MICRO,ENTERO,100,100,1303773
2022-01-05,CN11,MICRO,ENTERO,<10,3.3333333333333335,1307106
2022-01-19,CN11,MICRO,ENTERO,80,80,1310086
2022-02-02,CN11,MICRO,ENTERO,40,40,1313107
2022-02-16,CN11,MICRO,ENTERO,<10,3.3333333333333335,1315878
2022-12-07,CN11,MICRO,ENTERO,12,12,1375393
2023-01-18,CN11,MICRO,ENTERO,317,317,1383713
2023-02-15,CN11,MICRO,ENTERO,816,816,1389642
2024-08-14,CN11,MICRO,ENTERO,1120,1120,1500382
2024-08-28,CN11,MICRO,ENTERO,107,107,1503276
2024-09-11,CN11,MICRO,ENTERO,<10,3.3333333333333335,1506124
2024-09-25,CN11,MICRO,ENTERO,<10,3.3333333333333335,1508701
2024-10-09,CN11,MICRO,ENTERO,<10,3.3333333333333335,1511541
2024-10-23,CN11,MICRO,ENTERO_E,<10,3.3333333333333335,1514154
2024-11-06,CN11,MICRO,ENTERO_E,<10,3.3333333333333335,1517131
2007-07-25,CN12A,MICRO,ENTERO,59,59,120223
2007-08-08,CN12A,MICRO,ENTERO,2,2,181974
2007-08-22,CN12A,MICRO,ENTERO,11,11,182023
2007-09-05,CN12A,MICRO,ENTERO,5,5,230504
2007-09-19,CN12A,MICRO,ENTERO,<1,0.3333333333333333,230550
2007-10-03,CN12A,MICRO,ENTERO,17,17,235415
2007-10-17,CN12A,MICRO,ENTERO,1,1,242111
2007-10-31,CN12A,MICRO,ENTERO,<1,0.3333333333333333,242172
2007-11-14,CN12A,MICRO,ENTERO,4,4,288331
2007-11-28,CN12A,MICRO,ENTERO,40,40,290359
2007-12-12,CN12A,MICRO,ENTERO,21,21,295520
2008-01-09,CN12A,MICRO,ENTERO,4,4,297784
2008-01-23,CN12A,MICRO,ENTERO,55,55,299812
2008-02-06,CN12A,MICRO,ENTERO,6,6,305190
2008-02-20,CN12A,MICRO,ENTERO,<1,0.3333333333333333,307468
2008-03-05,CN12A,MICRO,ENTERO,7,7,315632
2008-03-19,CN12A,MICRO,ENTERO,1300,1300,318174
2008-04-02,CN12A,MICRO,ENTERO,1,1,322122
2008-04-16,CN12A,MICRO,ENTERO,7,7,325681
2008-04-30,CN12A,MICRO,ENTERO,14,14,327619
2008-05-14,CN12A,MICRO,ENTERO,1,1,329753
2008-05-28,CN12A,MICRO,ENTERO,>150,450,332146
2008-06-11,CN12A,MICRO,ENTERO,61,61,334579
2008-06-25,CN12A,MICRO,ENTERO,1,1,337736
2008-07-09,CN12A,MICRO,ENTERO,42,42,340155
2008-07-23,CN12A,MICRO,ENTERO,3,3,342623
2008-08-06,CN12A,MICRO,ENTERO,6,6,344941
2008-08-20,CN12A,MICRO,ENTERO,9,9,349701
2005-08-24,CN12A,MICRO,ENTERO,50,50,349780
2005-09-07,CN12A,MICRO,ENTERO,18,18,349781
2005-09-21,CN12A,MICRO,ENTERO,70,70,349782
2005-10-05,CN12A,MICRO,ENTERO,250,250,349783
2005-10-19,CN12A,MICRO,ENTERO,34,34,349784
2005-11-02,CN12A,MICRO,ENTERO,16,16,349785
2005-11-16,CN12A,MICRO,ENTERO,9,9,349786
2005-11-30,CN12A,MICRO,ENTERO,14,14,349787
2005-12-14,CN12A,MICRO,ENTERO,2,2,349788
2005-12-28,CN12A,MICRO,ENTERO,<1,0.3333333333333333,349789
2006-01-11,CN12A,MICRO,ENTERO,5,5,349790
2006-01-25,CN12A,MICRO,ENTERO,300,300,349791
2006-02-22,CN12A,MICRO,ENTERO,110,110,349792
2006-03-08,CN12A,MICRO,ENTERO,<50,16.666666666666668,349793
2006-03-22,CN12A,MICRO,ENTERO,21,21,349794
2006-04-05,CN12A,MICRO,ENTERO,18,18,349795
2006-04-19,CN12A,MICRO,ENTERO,<1,0.3333333333333333,349796
2006-05-03,CN12A,MICRO,ENTERO,51,51,349797
2006-05-17,CN12A,MICRO,ENTERO,900,900,349798
2006-05-31,CN12A,MICRO,ENTERO,2,2,349799
2006-06-14,CN12A,MICRO,ENTERO,400,400,349800
2006-06-28,CN12A,MICRO,ENTERO,3,3,349801
2006-07-12,CN12A,MICRO,ENTERO,1500,1500,349802
2006-07-26,CN12A,MICRO,ENTERO,12,12,349803
2006-08-23,CN12A,MICRO,ENTERO,<50,16.666666666666668,349804
2006-09-06,CN12A,MICRO,ENTERO,5,5,349805
2006-09-20,CN12A,MICRO,ENTERO,100,100,349806
2006-10-04,CN12A,MICRO,ENTERO,12,12,349807
2006-10-18,CN12A,MICRO,ENTERO,3,3,349808
2006-11-01,CN12A,MICRO,ENTERO,10,10,349809
2006-11-15,CN12A,MICRO,ENTERO,44,44,349810
2006-11-29,CN12A,MICRO,ENTERO,58,58,349811
2006-12-13,CN12A,MICRO,ENTERO,11,11,349812
2006-12-27,CN12A,MICRO,ENTERO,69,69,349813
2007-01-10,CN12A,MICRO,ENTERO,28,28,349814
2007-01-24,CN12A,MICRO,ENTERO,<1,0.3333333333333333,349815
2007-02-07,CN12A,MICRO,ENTERO,5,5,349816
2007-02-21,CN12A,MICRO,ENTERO,60,60,349817
2007-03-07,CN12A,MICRO,ENTERO,9,9,349818
2007-04-04,CN12A,MICRO,ENTERO,<1,0.3333333333333333,349819
2007-05-02,CN12A,MICRO,ENTERO,<1,0.3333333333333333,349820
2007-05-16,CN12A,MICRO,ENTERO,39,39,349821
2007-05-30,CN12A,MICRO,ENTERO,4,4,349822
2008-09-03,CN12A,MICRO,ENTERO,5,5,374426
2008-09-17,CN12A,MICRO,ENTERO,<1,0.3333333333333333,376777
2008-10-01,CN12A,MICRO,ENTERO,4,4,383685
