OBJECTID,SMPL_PNT,SMPL_DATE,PRMT_CODE,PRMT_VL,PRMT_ORGN_SIGN
300678,DR01,2020/01/02 00:00:00+00,Unionised Ammonia (MGL),0.032,=
300898,DR01,2019/09/03 09:59:00+00,Ortho-Phosphate (MGL),0.019,=
301207,DR01,2019/01/10 00:00:00+00,Unionised Ammonia (MGL),0.006,=
301257,DR01,2019/02/07 10:38:00+00,Unionised Ammonia (MGL),0.004,=
301486,DR01,2020/07/02 00:00:00+00,Unionised Ammonia (MGL),0.001,=
301693,DR01,2023/08/14 00:00:00+00,Escherichia coli (CFU),241960,>
301826,DR01,2021/01/11 09:58:00+00,Escherichia coli (CFU),1000000,>
301843,DR01,2021/10/14 00:00:00+00,Escherichia coli (CFU),1000000,>
302122,DR01,2023/03/10 00:00:00+00,Suspended Solids 105 C (MGL),5,<
302146,DR01,2023/06/01 00:00:00+00,Suspended Solids 105 C (MGL),5,<
302160,DR01,2023/07/13 00:00:00+00,Suspended Solids 105 C (MGL),5,<
303288,DR01,2023/04/06 00:00:00+00,Ortho-Phosphate (MGL),0.1,<
303658,DR01,2022/04/07 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
304242,DR01,2022/09/01 00:00:00+00,Unionised Ammonia (MGL),0.001,<
304460,DR05,2021/01/11 10:13:00+00,Escherichia coli (CFU),510000,=
304480,DR01,2021/02/08 00:00:00+00,Escherichia coli (CFU),360000,=
306697,DR05,2021/03/08 00:00:00+00,Escherichia coli (CFU),200,=
309302,DR01,2022/09/01 00:00:00+00,Oxygen Saturation (PC),84,=
309462,DR01,2021/09/02 00:00:00+00,Suspended Solids 105 C (MGL),80,=
310188,DR01,2023/01/12 00:00:00+00,Conductivity (MSM),67,=
310306,DR01,2021/01/11 09:58:00+00,Conductivity (MSM),65,=
311225,DR01,2023/12/14 00:00:00+00,Oxygen Saturation (PC),49,=
311384,DR01,2023/10/05 00:00:00+00,Conductivity (MSM),46,=
313472,DR01,2021/01/11 09:58:00+00,Oxygen Saturation (PC),26,=
314097,DR01,2021/02/08 00:00:00+00,Temperature (CELSIUS),23.2,=
314227,DR01,2021/01/11 09:58:00+00,Temperature (CELSIUS),22.8,=
314403,DR01,2021/01/11 09:58:00+00,Suspended Solids 105 C (MGL),22,=
314436,DR01,2023/02/09 00:00:00+00,Temperature (CELSIUS),22,=
315135,DR01,2023/01/12 00:00:00+00,Inorganic Nitrogen (MGL),19.702,=
315424,DR01,2022/11/03 00:00:00+00,Temperature (CELSIUS),18.9,=
315727,DR01,2021/04/08 00:00:00+00,Suspended Solids 105 C (MGL),18,=
316814,DR01,2022/01/06 00:00:00+00,Oxygen Saturation (PC),15,=
317729,DR01,2023/11/16 00:00:00+00,Suspended Solids 105 C (MGL),13,=
318378,DR01,2021/01/11 09:58:00+00,Inorganic Nitrogen (MGL),11.664,=
318408,DR01,2021/01/11 09:58:00+00,ammonia (MGL),11.6,=
318722,DR01,2022/01/06 00:00:00+00,Suspended Solids 105 C (MGL),11,=
318968,DR01,2021/02/08 00:00:00+00,Inorganic Nitrogen (MGL),10.55,=
320605,DR01,2022/09/01 00:00:00+00,Dissolved Oxygen (MGL),8.5,=
323164,DR01,2021/01/11 09:58:00+00,pH (PH_NONE),7.2,=
323373,DR01,2021/05/06 00:00:00+00,Inorganic Nitrogen (MGL),7.042,=
323429,DR01,2021/03/08 00:00:00+00,pH (PH_NONE),7,=
323752,DR01,2022/10/06 00:00:00+00,Dissolved Oxygen (MGL),6.8,=
324004,DR01,2021/03/08 00:00:00+00,Inorganic Nitrogen (MGL),6.45,=
324006,DR01,2022/04/07 00:00:00+00,Inorganic Nitrogen (MGL),6.449,=
324270,DR01,2023/11/16 00:00:00+00,Dissolved Oxygen (MGL),6.1,=
324488,DR01,2022/03/03 00:00:00+00,Inorganic Nitrogen (MGL),5.909,=
326740,DR01,2023/08/14 00:00:00+00,Inorganic Nitrogen (MGL),3.741,=
326753,DR01,2023/02/09 00:00:00+00,Inorganic Nitrogen (MGL),3.703,=
327443,DR01,2022/11/03 00:00:00+00,Dissolved Oxygen (MGL),3.2,=
327489,DR01,2022/06/02 00:00:00+00,Inorganic Nitrogen (MGL),3.144,=
328048,DR01,2022/05/05 00:00:00+00,Inorganic Nitrogen (MGL),2.889,=
328651,DR01,2021/09/02 00:00:00+00,Inorganic Nitrogen (MGL),2.414,=
328810,DR01,2021/08/05 00:00:00+00,Inorganic Nitrogen (MGL),2.397,=
329059,DR01,2021/01/11 09:58:00+00,Dissolved Oxygen (MGL),2.21,=
329655,DR01,2021/10/14 00:00:00+00,Inorganic Nitrogen (MGL),1.973,=
329706,DR01,2021/06/03 00:00:00+00,Inorganic Nitrogen (MGL),1.974,=
329990,DR01,2021/09/02 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),1.823,=
330101,DR01,2022/11/03 00:00:00+00,Inorganic Nitrogen (MGL),1.799,=
330190,DR01,2022/12/01 00:00:00+00,Inorganic Nitrogen (MGL),1.733,=
330442,DR01,2023/10/05 00:00:00+00,Inorganic Nitrogen (MGL),1.612,=
331029,DR01,2021/04/08 00:00:00+00,Inorganic Nitrogen (MGL),1.39,=
331328,DR01,2023/07/13 00:00:00+00,Inorganic Nitrogen (MGL),1.28,=
331359,DR01,2023/09/07 00:00:00+00,Inorganic Nitrogen (MGL),1.241,=
331550,DR01,2023/12/14 00:00:00+00,Inorganic Nitrogen (MGL),1.19,=
332302,DR01,2022/01/06 00:00:00+00,Inorganic Nitrogen (MGL),0.968,=
332516,DR01,2022/07/07 00:00:00+00,Inorganic Nitrogen (MGL),0.907,=
332604,DR01,2022/10/06 00:00:00+00,Inorganic Nitrogen (MGL),0.887,=
332756,DR01,2022/02/03 00:00:00+00,Inorganic Nitrogen (MGL),0.856,=
332824,DR01,2021/01/11 09:58:00+00,Ortho-Phosphate (MGL),0.821,=
332879,DR01,2023/11/16 00:00:00+00,Inorganic Nitrogen (MGL),0.813,=
333068,DR01,2023/04/06 00:00:00+00,Inorganic Nitrogen (MGL),0.777,=
333344,DR01,2022/10/06 00:00:00+00,ammonia (MGL),0.699,=
333455,DR01,2021/12/09 00:00:00+00,Inorganic Nitrogen (MGL),0.675,=
333577,DR05,2023/05/04 00:00:00+00,Inorganic Nitrogen (MGL),0.641,=
333827,DR01,2023/06/01 00:00:00+00,Inorganic Nitrogen (MGL),0.596,=
334069,DR01,2021/07/01 00:00:00+00,Inorganic Nitrogen (MGL),0.5438,=
334272,DR01,2023/05/04 00:00:00+00,Inorganic Nitrogen (MGL),0.507,=
334609,DR01,2021/07/01 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.466,=
334619,DR01,2021/11/11 00:00:00+00,Inorganic Nitrogen (MGL),0.463,=
335005,DR01,2023/11/16 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.405,=
335536,DR01,2022/05/05 00:00:00+00,Ortho-Phosphate (MGL),0.384,=
336062,DR01,2022/08/04 00:00:00+00,Inorganic Nitrogen (MGL),0.2869,=
336303,DR01,2022/09/01 00:00:00+00,Inorganic Nitrogen (MGL),0.2627,=
337651,DR01,2022/10/06 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.188,=
337968,DR01,2021/10/14 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.179,=
338149,DR01,2022/09/01 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.172,=
338173,DR01,2023/09/07 00:00:00+00,Ortho-Phosphate (MGL),0.169,=
338401,DR01,2021/12/09 00:00:00+00,Ortho-Phosphate (MGL),0.149,=
339573,DR01,2021/01/11 09:58:00+00,Unionised Ammonia (MGL),0.099,=
339893,DR01,2023/03/10 00:00:00+00,Inorganic Nitrogen (MGL),0.0836,=
339958,DR01,2021/02/08 00:00:00+00,Unionised Ammonia (MGL),0.073,=
339998,DR05,2023/05/04 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.076,=
340319,DR01,2021/01/11 09:58:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.064,=
340954,DR01,2022/09/01 00:00:00+00,Ortho-Phosphate (MGL),0.039,=
341508,DR01,2021/10/14 00:00:00+00,Unionised Ammonia (MGL),0.011,=
341666,DR01,2022/12/01 00:00:00+00,Unionised Ammonia (MGL),0.01,=
341796,DR01,2021/08/05 00:00:00+00,Unionised Ammonia (MGL),0.006,=
341802,DR01,2021/06/03 00:00:00+00,Unionised Ammonia (MGL),0.004,=
341893,DR01,2024/05/09 00:00:00+00,Suspended Solids 105 C (MGL),5,<
342310,DR01,2024/04/10 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.05,<
342418,DR05,2024/04/10 00:00:00+00,Escherichia coli (CFU),5460,=
344084,DR01,2024/04/10 00:00:00+00,Suspended Solids 105 C (MGL),12,=
344593,DR01,2024/01/11 00:00:00+00,Dissolved Oxygen (MGL),4.9,=
344877,DR01,2024/01/11 00:00:00+00,Inorganic Nitrogen (MGL),0.842,=
345205,DR01,2024/04/10 00:00:00+00,Inorganic Nitrogen (MGL),0.768,=
345302,DR01,2024/05/09 00:00:00+00,Inorganic Nitrogen (MGL),0.665,=
345351,DR01,2024/03/07 00:00:00+00,Inorganic Nitrogen (MGL),0.485,=
345451,DR01,2024/02/08 00:00:00+00,Inorganic Nitrogen (MGL),0.239,=
346283,DR01,2024/07/04 00:00:00+00,Inorganic Nitrogen (MGL),1.116,=
346953,DR01,2024/08/01 00:00:00+00,Inorganic Nitrogen (MGL),1.17,=
347460,DR01,2024/09/04 00:00:00+00,Inorganic Nitrogen (MGL),1.099,=
347716,DR01,2024/10/02 00:00:00+00,Inorganic Nitrogen (MGL),0.681,=
350226,DR05,2024/11/04 00:00:00+00,Escherichia coli (CFU),363000,=
350249,DR01,2024/11/04 00:00:00+00,Escherichia coli (CFU),388000,=
351358,DR01,2024/11/04 00:00:00+00,Oxygen Saturation (PC),62,=
351383,DR01,2024/11/04 00:00:00+00,Conductivity (MSM),47,=
351534,DR01,2024/11/04 00:00:00+00,Temperature (CELSIUS),15,=
351545,DR01,2024/11/04 00:00:00+00,Suspended Solids 105 C (MGL),14,=
351677,DR01,2024/11/04 00:00:00+00,pH (PH_NONE),7.1,=
351688,DR01,2024/11/04 00:00:00+00,Dissolved Oxygen (MGL),6.3,=
351752,DR01,2024/11/04 00:00:00+00,ammonia (MGL),2.85,=
351922,DR01,2024/11/04 00:00:00+00,Nitrate + Nitrite as Nitrogen (MGL),0.263,=
351928,DR01,2024/11/04 00:00:00+00,Ortho-Phosphate (MGL),0.239,=
351987,DR01,2024/11/04 00:00:00+00,Unionised Ammonia (MGL),0.011,=
352085,DR01,2024/11/04 00:00:00+00,Inorganic Nitrogen (MGL),3.113,=
