1. Macassar beach XCS19 - 08h20 
2. Strand pipe surfing area XCS34 - 11h28 
3. Strand Water slide on beach rd CS32 - 11h23
4. Strand opposite Burnand street XCS27 - 11h12
5. Strand opposite Woltemade Street XCS26 - 11h25 
6. Strand beach rd pedestrian crossing btw melkbos and Da gama St. CS31 - 11h14
7. Strand - Harmony Park jetty XCS29 - 10h42
8. Gordons Bay - van Riebeek Hotel XCS05 - 10h03 
9. Gordons Bay beach opposite Sir Lowry rd XCS04 - 10h11 
10. Gordons Bay Bikini Beach XCS08 - 09h50 
11. Gordons Bay - Rock Area across ablution and Janine St intersection CS29 - 10h02 
12. Kogel Bay Beach XCS09 - 09h27
13. Ribbon rd parking area CS11 
14. Strandfontein Tidal Pool - inside seawall CS17  
"15. 9 Miles Beach, off Baden Powell Strandfontein CS45"
16. Mitchells plein WWED CS18
17. Blue Waters resort CS46 
18. Lukanon drive nr WW pump station CS14
19. Mitchells plein West CS23W
20. Mitchells plein East CS24E 
21. Mnandi Beach west of lifesaving tower CS15
22. Mnandi Beach East of Lifebox 69 CS19
23. Monwabisi Tidal Pool XCS18
24. Monwabisi beach XCS30 
25. Gordons Bay harbour cetre XCS07 - 09h55 
26. Harbour Island XCS23 - 10h21
27. Gordons Bay WWTW 20m from outlet XCS01 - 10h39 
28. Strand adjacent indoor swimming pool XCS35 
29. Strand Pavillion jetty XCS28 
30. Strand STW outlet across beach rd & Murray St. intersection CS30 - 11h08 
"31. Strand inside MPA, midway btw lourens rivier and paardevlei footpath CS33 - 11h30 "
32. Lifebox 23 opposite water point CS09
33. Sonwabe parking area CS10
34. Strandfontein point west of tidal pool CS13
1. Clifton_2nd_Beach_CN42 - 09h56 
2. Clifton_4th_Beach_CN09 - 09h36 
3. Maindens_Cove_north sandy cove CN10 - 09h25
4. Maidens_Cove_Tidal_Pool_west_Inside_CN191 - 09h21
5. Maidens_Cove_Tidal_Pool_west_outside_CN190 - 09h22 
6. Maidens_Cove_Tidal_Pool_east_Inside_CN201 - 09h20 
"7. Glen_Beach-_midway_point_along_the_beach,STW_pipe_close_by_CN31 - 09h13"
8. Camps_Bay_Tidal_Pool_Inside W wall_CN12A - 08h45
9. Camps_Bay_Pool_Outside_CN12O - 08h45 
10. Northern_Camps_Bay-In_line_with_ablution_block_CN30 - 09h12 
11. Camps_Bay_central beach  CN41 - 08h57 
12. Camps_Bay_Beach_CN11 - 09h00
13. Barley bay / Horne bay beach CN14 - 08h39 
"14. Beta_Beach, off beta close, Bakoven _CN40 - 08h29 "
15. Bakoven Beach infront of pump station CN21 - 08h30
16. Cosy bay beach  CN39 - 08h20 
17. Oudekraal_Resort_XCN09 - 10h11 
18. Llandudno_XCN03 - 07h53
"19. Logies bay beach, off Hargrave avenue, near Llanddudno WWTW CN38 - 08h01"
20. Hout_Bay_Mariner's_Wharf_HB13 - 07h37
21. Hout_Bay_XCN10 - 07h26 
1. Silwerstroom tidal pool XCN08 - 09h03
2. Silwerstroom beach XCN14 - 09h06
3. Melkbosstrand XCN07 - 09h31
4. Blouberg big bay XCN12 - 10h03
5. Blouberg Big bay near SWT XCN13 - 09h50
6. Small Bay Beach off Popham Street CN37 - 10h15
7. Tableview XCN06 - 10h29
8. Milnerton lighthouse XCN04 - 10h45
9. Lagoon beach CN22 - 10h53
10. Mouille Point beach CN04 - 12h30
11. Green point pump station front CN05 - 12h24
12. Three Anchor bay NW rocks CN06 - 12h14
"13. Three Anchor bay beach, off beach rd near cape kayak adventures sea point CN36 -M* - 12h15"
14. Rocklands Beach CN06C - 12h07
15. Milton tidal pool inside CN18T - 11h57
16. Milton tidal pool outside CN180 - 11h58
17. Sunset  Beach Tidal pool outside west wall CN080 - 11h49
18. Queens beach tidal pool CN34 - 11h40
19. Queens beach gully CN35 - 11h40
20. Saunders rock Sandy Beach CN16A - 11h29
21. Saunders Rocks Tidal pool inside CN16I - 11h28
22. Saunders Rocks Tidalpool Outside CN16O - 11h29
1. Muizenberg Pavillion CS16 - 08h04
2. Muizenberg Surfing area in line with bathing CS34 - 08h18
3. St. James tidal pool - inside east wall CS04 - 08h28
4. Dangers bay beach CS44 - 08h35
5. Dalebrook tidal pool - inside east wall CS03 - 08h42
6. Kalk bay tidal pool - inside east wall CS02 - 08h50
7. Fish hoek corner of beach at jager walk CS35 - 09h00
8. Fish hoek beach infront of lifesaving club CS41 - 09h02
9. Glencairn beach XCS15 - 09h16
10. Glencairn tidal pool CS38 - 09h22
11. Simons town long beach XCS14 - 09h32 
12. Seaforh beach XCS13 - 09h45 
13. Kommetjie Long beach XCN02 - 10h24
1. Strandfontein Tidal Pool - inside seawall CS17
"2. 9 Miles Beach, off Baden Powell Strandfontein CS45 "
3. Mnandi Beach East of Lifebox 69 CS19 
4. Monwabisi Tidal Pool XCS18 
5. Strand pipe surfing area XCS34
6. Strand Water slide on beach rd CS32 
7. Strand opposite Woltemade Street XCS26 
8. Strand beach rd pedestrian crossing btw melkbos and Da gama St. CS31
9. Strand - Harmony Park jetty XCS29 
10. Gordons Bay - van Riebeek Hotel XCS05
11. Gordons Bay Bikini Beach XCS08 
12. Gordons Bay - Rock Area across ablution and Janine St intersection CS29 
13. Kogel Bay Beach XCS09
1. Clifton_4th_Beach_CN09 - 10h04 
2. Maindens_Cove_north sandy cove CN10 - 09h54
3. Maidens_Cove_Tidal_Pool_west_Inside_CN191 - 09h58
"4. Glen_Beach-_midway_point_along_the_beach,STW_pipe_close_by_CN31 - 09h43"
5. Camps_Bay_Tidal_Pool_Inside W wall_CN12A - 09h19 
6. Camps_Bay_Pool_Outside_CN12O - 09h19
7. Northern_Camps_Bay-In_line_with_ablution_block_CN30 - 09h40 
8. Camps_Bay_central beach  CN41 - 09h29 
9. Camps_Bay_Beach_CN11 - 09h32
"10. Beta_Beach, off beta close, Bakoven _CN40 - 09h08 "
11. Bakoven Beach infront of pump station CN21 - 09h09 
12. Oudekraal_Resort_XCN09 - 08h54
13. Llandudno_XCN03 - 08h38
14. Hout_Bay_Mariner's_Wharf_HB13 - 08h24
15. Hout_Bay_XCN10 - 08h15 
1. Melkbosstrand XCN07 - 08h24
2. Silwerstroom tidal pool XCN08 - 08h55 
3. Silwerstroom beach XCN14 - 08h57 
4. Blouberg big bay XCN12 - 09h38 
"5. Small bay beach, off Popham street blouberg CN37 - 09h47"
6. Tableview XCN06 - 10h00 
7. Milnerton lighthouse XCN04 - 10h17
8. Lagoon beach CN22 - 10h26
9. Saunders rocks tidal pool inside CN161 - 10h57 
10. Saunders rocks tidal pool - outside CN160 - 10h59 
11. Milton beach tidal pool inside CN181 - 11h11
"12. Three Anchor bay beach, off beach rd, near cape kayak adventures, sea point CN36 - 11h21 "
13. Green point pump station front CN05 - 11h29
1. Millers point XCS11 - 09h57 
2. Millers point tidal pool CS37 -10h11
3. Fishermans beach XCS12 - 09h47
4. Windmill beach CS36 - 09h36
5. Seaforh beach XCS13 - 09h15 
6. Boulders beach XCS32 - 09h25
7. Simons town long beach XCS14 - 09h05 
8. Glencairn tidal pool CS38 - 08h53 
9. Glencairn beach XCS15 - 08h58
10. Clovelly beach Silvermine mouth XCS17 - 08h28
11. Fish hoek beach infront of lifesaving club CS41 - 08h39 
12. Fish hoek corner of beach at jager walk CS35 - 08h40
13. Kalk bay Harbour beach CS01A - 08h18 
14. Kalk bay tidal pool - inside east wall CS02 - 08h10 
15. Dalebrook tidal pool - inside east wall CS03 - 08h05
16. Dangers bay beach CS44 - 07h59
17. St. James tidal pool - inside east wall CS04 - 07h54
18. Muizenberg Pavillion CS16 - 07h38
19. Muizenberg Surfing area in line with bathing CS34 - 07h44
20. Sunrise beach parking area CS07 - 07h27
1. Strandfontein Tidal Pool - inside seawall CS17 - 07h45
"2. 9 Miles Beach, off Baden Powell Strandfontein CS45 - 07h43 "
3. Blue Waters resort CS46 - 07h58 
4. Mnandi Beach west of lifesaving tower CS15 - 08h15 
5. Mnandi Beach East of Lifebox 69 CS19 - 08h13
6. Monwabisi Tidal Pool XCS18 - 08h34 
7. Monwabisi beach XCS30 - 08h32 
8. Strand pipe surfing area XCS34 - 10h48 
9. Strand Water slide on beach rd CS32 - 10h46 
10. Strand opposite Burnand street XCS27 - 10h30 
11. Strand opposite Woltemade Street XCS26 - 10h44 
12. Strand - Harmony Park jetty XCS29 - 10h10 
13. Gordons Bay - van Riebeek Hotel XCS05 - 09h48
14. Gordons Bay beach opposite Sir Lowry rd XCS04 - 09h58 
15. Gordons Bay Bikini Beach XCS08 - 09h38 
16. Gordons Bay - Rock Area across ablution and Janine St intersection CS29 - 09h47
1. Clifton_2nd_Beach_CN42 - 10h04 
2. Clifton_4th_Beach_CN09 - 09h53 
3. Maindens_Cove_north sandy cove CN10 - 09h41
4. Maidens_Cove_Tidal_Pool_west_Inside_CN191 - 09h40
5. Maidens_Cove_Tidal_Pool_west_outside_CN190 - 09h41 
6. Maidens_Cove_Tidal_Pool_east_Inside_CN201 - 09h30 
"7. Glen_Beach-_midway_point_along_the_beach,STW_pipe_close_by_CN31 - 09h32"
8. Camps_Bay_Tidal_Pool_Inside W wall_CN12A - 09h12
9. Camps_Bay_Pool_Outside_CN12O - 09h12 
10. Northern_Camps_Bay-In_line_with_ablution_block_CN30 - 09h30 
11. Camps_Bay_central beach  CN41 - 09h21 
12. Camps_Bay_Beach_CN11 - 09h20
13. Barley bay / Horne bay beach CN14 - 09h04 
"14. Beta_Beach, off beta close, Bakoven _CN40 - 08h58 "
15. Bakoven Beach infront of pump station CN21 - 08h59
16. Cosy bay beach  CN39 - 08h47 
17. Oudekraal_Resort_XCN09 - 08h38 
18. Llandudno_XCN03 - 08h23
