"site_order","site_description","site_id","category","coastline","long","lat","active","site_id-2","sample_date","sample_time","analysis_completed","sample_temp_c","censored_value","numeric_value","filename","lab_code","monitoring_group"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-04-16","09:59:00","2025-04-18","5.1","13","13","2025-04-16 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-04-16","09:50:00","2025-04-18","5.1","21","21","2025-04-16 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-04-15","10:40:00","2025-04-17","4.5","1","1","2025-04-15 WALAB Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-04-15","10:20:00","2025-04-17","4.5","2","2","2025-04-15 WALAB Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-04-15","10:15:00","2025-04-17","4.5","5","5","2025-04-15 WALAB Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-04-15","09:44:00","2025-04-17","6.3","16","16","2025-04-15 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-04-15","09:35:00","2025-04-17","6.3","22","22","2025-04-15 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-04-14","10:33:00","2025-04-16","1.8","4","4","2025-04-14 WALAB Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-04-14","10:25:00","2025-04-16","1.8","8","8","2025-04-14 WALAB Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-04-14","10:22:00","2025-04-16","1.8","7","7","2025-04-14 WALAB Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-04-14","08:52:00","2025-04-16","5.8","37","37","2025-04-14 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-04-14","08:43:00","2025-04-16","5.8","14","14","2025-04-14 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-04-11","11:01:00","2025-04-13","7.2","21","21","2025-04-11 WALAB Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-04-11","10:49:00","2025-04-13","7.2","103","103","2025-04-11 WALAB Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-04-11","10:42:00","2025-04-13","7.2","5","5","2025-04-11 WALAB Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-04-11","08:48:00","2025-04-13","6.4","190","190","2025-04-11 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-04-11","08:39:00","2025-04-13","6.4","250","250","2025-04-11 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-04-10","10:45:00","2025-04-12","9.7","4","4","2025-04-10 WALAB Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-04-10","10:31:00","2025-04-12","9.7","9","9","2025-04-10 WALAB Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-04-10","10:28:00","2025-04-12","9.7","24","24","2025-04-10 WALAB Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-04-10","09:25:00","2025-04-12","6.3","1 710","1710","2025-04-10 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-04-10","09:16:00","2025-04-12","6.3","310","310","2025-04-10 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-04-09","11:25:00","2025-04-11","8.9","16","16","2025-04-09_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-04-09","11:00:00","2025-04-11","8.9","34","34","2025-04-09_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-04-09","08:22:00","2025-04-11","5.8","1 610","1610","2025-04-09 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-04-09","08:14:00","2025-04-11","5.8","2 930","2930","2025-04-09 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-04-08","11:29:00","2025-04-10","6.9","104","104","2025-04-08_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-04-08","11:17:00","2025-04-10","6.9","5","5","2025-04-08_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-04-08","11:15:00","2025-04-10","6.9","7","7","2025-04-08_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-04-08","08:48:00","2025-04-10","5.2","7","7","2025-04-08 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-04-08","08:40:00","2025-04-10","5.2","275","275","2025-04-08 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-04-07","10:52:00","2025-04-09","8.2","1","1","2025-04-07_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-04-07","10:37:00","2025-04-09","8.2","5","5","2025-04-07_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-04-07","10:33:00","2025-04-09","8.2","ND","0","2025-04-07_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-04-07","08:19:00","2025-04-09","5.6","7","7","2025-04-07 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-04-07","08:10:00","2025-04-09","5.6","2","2","2025-04-07 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-04-04","11:30:00","2025-04-06","4.4","1","1","2025-04-04_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-04-04","11:05:00","2025-04-06","4.4","2","2","2025-04-04_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-04-04","11:00:00","2025-04-06","4.4","10","10","2025-04-04_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-04-04","08:49:00","2025-04-06","6.5","8","8","2025-04-04 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-04-04","08:42:00","2025-04-06","6.5","17","17","2025-04-04 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-04-03","11:04:00","2025-04-05","5.6","5","5","2025-04-03_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-04-03","10:50:00","2025-04-05","5.6","16","16","2025-04-03_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-04-03","10:45:00","2025-04-05","5.6","21","21","2025-04-03_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-04-03","08:27:00","2025-04-05","5.2","37","37","2025-04-03 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-04-03","08:18:00","2025-04-05","5.2","45","45","2025-04-03 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-04-02","10:57:00","2025-04-04","6.6","4","4","2025-04-02_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-04-02","10:45:00","2025-04-04","6.6","10","10","2025-04-02_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-04-02","10:43:00","2025-04-04","6.6","9","9","2025-04-02_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-04-02","08:09:00","2025-04-04","6.9","29","29","2025-04-02 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-04-02","08:00:00","2025-04-04","6.9","12","12","2025-04-02 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-04-01","11:13:00","2025-04-03","7.1","1","1","2025-04-01_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-04-01","11:08:00","2025-04-03","7.1","1","1","2025-04-01_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-04-01","10:50:00","2025-04-03","7.1","2","2","2025-04-01_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-04-01","09:06:00","2025-04-03","6.3","4","4","2025-04-01 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-04-01","08:58:00","2025-04-03","6.3","17","17","2025-04-01 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-31","11:19:00","2025-04-02","8.3","29","29","2025-03-31_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-31","11:04:00","2025-04-02","8.3","11","11","2025-03-31_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-31","11:01:00","2025-04-02","8.3","6","6","2025-03-31_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-31","09:11:00","2025-04-02","6.2","31","31","2025-03-31 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-31","09:00:00","2025-04-02","6.2","41","41","2025-03-31 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-28","11:05:00","2025-03-30","4.4","1","1","2025-03-28_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-28","10:50:00","2025-03-30","4.4","1","1","2025-03-28_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-28","10:45:00","2025-03-30","4.4","3","3","2025-03-28_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-28","09:13:00","2025-03-30","6.6","14","14","2025-03-28 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-28","09:05:00","2025-03-30","6.6","33","33","2025-03-28 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-27","12:30:00","2025-03-29","8.4","2","2","2025-03-27_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-27","11:55:00","2025-03-29","8.4","ND","0","2025-03-27_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-27","11:50:00","2025-03-29","8.4","4","4","2025-03-27_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-27","08:56:00","2025-03-29","4.6","42","42","2025-03-27 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-27","08:48:00","2025-03-29","4.6","15","15","2025-03-27 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-26","10:40:00","2025-03-28","7.7","ND","0","2025-03-26_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-26","10:20:00","2025-03-28","7.7","44","44","2025-03-26_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-26","10:15:00","2025-03-28","7.7","9","9","2025-03-26_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-26","08:22:00","2025-03-28","6.1","5","5","2025-03-26 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-26","08:10:00","2025-03-28","6.1","2","2","2025-03-26 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-25","11:05:00","2025-03-27","7.9","3","3","2025-03-25_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-25","10:56:00","2025-03-27","7.9","5","5","2025-03-25_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-25","10:51:00","2025-03-27","7.9","7","7","2025-03-25_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-25","08:40:00","2025-03-27","6.5","26","26","2025-03-25 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-25","08:31:00","2025-03-27","6.5","10","10","2025-03-25 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-24","10:30:00","2025-03-26","3.1","7","7","2025-03-24_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-24","10:20:00","2025-03-26","3.1","8","8","2025-03-24_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-24","10:15:00","2025-03-26","3.1","12","12","2025-03-24_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-24","09:46:00","2025-03-26","5.3","45","45","2025-03-24 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-24","09:35:00","2025-03-26","5.3","19","19","2025-03-24 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-20","11:18:00","2025-03-22","2.5","5","5","2025-03-20_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-20","10:56:00","2025-03-22","2.5","9","9","2025-03-20_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-20","10:50:00","2025-03-22","2.5","3","3","2025-03-20_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-20","08:18:00","2025-03-22","6.4","2","2","2025-03-20 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-20","08:03:00","2025-03-22","6.4","3","3","2025-03-20 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-19","11:04:00","2025-03-21","2.4","ND","0","2025-03-19_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-19","10:53:00","2025-03-21","2.4","2","2","2025-03-19_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-19","10:49:00","2025-03-21","2.4","ND","0","2025-03-19_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-19","08:35:00","2025-03-21","6.8","2","2","2025-03-19 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-19","08:28:00","2025-03-21","6.8","1","1","2025-03-19 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-18","11:15:00","2025-03-20","3.8","ND","0","2025-03-18_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-18","11:03:00","2025-03-20","3.8","2","2","2025-03-18_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-18","11:00:00","2025-03-20","3.8","3","3","2025-03-18_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-18","08:25:00","2025-03-20","7.1","3","3","2025-03-18 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-18","08:15:00","2025-03-20","7.1","1","1","2025-03-18 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-17","11:10:00","2025-03-19","5.8","1","1","2025-03-17_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-17","10:53:00","2025-03-19","5.8","2","2","2025-03-17_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-17","10:45:00","2025-03-19","5.8","5","5","2025-03-17_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-17","08:20:00","2025-03-19","6.7","11","11","2025-03-17 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-17","08:12:00","2025-03-19","6.7","6","6","2025-03-17 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-14","11:48:00","2025-03-16","9.2","ND","0","2025-03-14_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-14","11:33:00","2025-03-16","9.2","26","26","2025-03-14_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-14","11:30:00","2025-03-16","9.2","9","9","2025-03-14_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-14","08:34:00","2025-03-16","6.9","30","30","2025-03-14 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-14","08:24:00","2025-03-16","6.9","23","23","2025-03-14 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-13","12:10:00","2025-03-15","7.9","26","26","2025-03-13_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-13","11:50:00","2025-03-15","7.9","21","21","2025-03-13_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-13","11:45:00","2025-03-15","7.9","100","100","2025-03-13_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-13","08:33:00","2025-03-15","7.2","50","50","2025-03-13 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-13","08:22:00","2025-03-15","7.2","65","65","2025-03-13 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-12","11:01:00","2025-03-14","8","4","4","2025-03-12_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-12","10:50:00","2025-03-14","8","3","3","2025-03-12_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-12","10:48:00","2025-03-14","8","2","2","2025-03-12_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-12","08:25:00","2025-03-14","6.6","39","39","2025-03-12 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-12","08:14:00","2025-03-14","6.6","19","19","2025-03-12 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-11","11:09:00","2025-03-13","8.9","2","2","2025-03-11_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-11","10:58:00","2025-03-13","8.9","102","102","2025-03-11_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-11","10:54:00","2025-03-13","8.9","11","11","2025-03-11_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-11","08:28:00","2025-03-13","6.8","19","19","2025-03-11 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-03-11","08:17:00","2025-03-13","6.8","7","7","2025-03-11 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-03-10","11:53:00","2025-03-12","7","9","9","2025-03-10_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-03-10","11:42:00","2025-03-12","7","11","11","2025-03-10_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-03-10","11:38:00","2025-03-12","7","1","1","2025-03-10_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-03-10","08:56:00","2025-03-12","7.3","12","12","2025-03-10 Strand WALAB.pdf","WLAB","daily"
