"site_order","site_description","site_id","category","coastline","long","lat","active","site_id-2","sample_date","sample_time","analysis_completed","sample_temp_c","censored_value","numeric_value","filename","lab_code","monitoring_group"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-01-17","10:55:00","2025-01-19","6.7","11","11","2025-01-17_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-01-17","10:40:00","2025-01-19","6.7","3","3","2025-01-17_WALAB_Atlantic.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-01-17","09:01:00","2025-01-19","8","6","6","2025-01-17 Strand WALAB.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-01-17","08:53:00","2025-01-19","8","4","4","2025-01-17 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-01-16","13:28:00","2025-01-18","7.7","4","4","2025-01-16_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-01-16","13:15:00","2025-01-18","7.7","12","12","2025-01-16_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-01-16","13:11:00","2025-01-18","7.7","8","8","2025-01-16_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-01-16","08:46:00","2025-01-18","9.4","26","26","2025-01-16 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-01-16","08:37:00","2025-01-18","9.4","30","30","2025-01-16 Strand WALAB.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-01-15","11:18:00","2025-01-17","2.8","4","4","2025-01-15_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-01-15","11:15:00","2025-01-17","2.8","1","1","2025-01-15_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-01-15","10:45:00","2025-01-17","2.8","42","42","2025-01-15_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-01-15","07:05:00","2025-01-17","7.4","54","54","2025-01-15 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-01-15","06:48:00","2025-01-17","7.4","162","162","2025-01-15 Strand WALAB.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-01-14","07:46:00","2025-01-16","6.5","8","8","2025-01-14 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-01-14","07:38:00","2025-01-16","6.5","19","19","2025-01-14 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-01-13","12:45:00","2025-01-15","12","3","3","2025-01-13_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-01-13","12:29:00","2025-01-15","12","1","1","2025-01-13_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-01-13","12:24:00","2025-01-15","12","2","2","2025-01-13_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-01-13","07:22:00","2025-01-15","6","13","13","2025-01-13 Strand WALAB.pdf.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-01-13","07:16:00","2025-01-15","6","9","9","2025-01-13 Strand WALAB.pdf.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-01-10","10:03:00","2025-01-12","6.5","5","5","2025-01-10_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-01-10","09:50:00","2025-01-12","6.5","7","7","2025-01-10_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-01-10","09:46:00","2025-01-12","6.5","2","2","2025-01-10_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-01-09","10:05:00","2025-01-11","9","3","3","2025-01-09_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-01-09","09:50:00","2025-01-11","9","ND","0","2025-01-09_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-01-09","09:45:00","2025-01-11","9","1","1","2025-01-09_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-01-08","10:26:00","2025-01-10","10.6","3","3","2025-01-08_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-01-08","10:14:00","2025-01-10","10.6","6","6","2025-01-08_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-01-08","10:10:00","2025-01-10","10.6","2","2","2025-01-08_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-01-07","09:43:00","2025-01-09","11.5","6","6","2025-01-07_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-01-07","09:31:00","2025-01-09","11.5","2","2","2025-01-07_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-01-07","09:29:00","2025-01-09","11.5","1","1","2025-01-07_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-01-06","10:44:00","2025-01-08","16","3","3","2025-01-06_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-01-06","10:33:00","2025-01-08","16","1","1","2025-01-06_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-01-06","10:29:00","2025-01-08","16","3","3","2025-01-06_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-01-03","10:56:00","2025-01-05","7","24","24","2025-01-03_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-01-03","10:42:00","2025-01-05","7","6","6","2025-01-03_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-01-03","10:37:00","2025-01-05","7","4","4","2025-01-03_WALAB_Atlantic.pdf.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-01-02","10:35:00","2025-01-04","11.2","9","9","2025-01-02_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-01-02","10:20:00","2025-01-04","11.2","11","11","2025-01-02_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-01-02","10:15:00","2025-01-04","11.2","2","2","2025-01-02_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-30","13:31:00","2025-01-01","10.6","12","12","2024-12-30_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-30","13:20:00","2025-01-01","10.6","15","15","2024-12-30_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-30","13:16:00","2025-01-01","10.6","46","46","2024-12-30_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-27","09:32:00","2024-12-29","11","28","28","2024-12-27_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-27","09:20:00","2024-12-29","11","10","10","2024-12-27_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-27","09:17:00","2024-12-29","11","13","13","2024-12-27_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-24","09:02:00","2024-12-26","11","15","15","2024-12-24_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-24","08:45:00","2024-12-26","11","9","9","2024-12-24_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-24","08:40:00","2024-12-26","11","37","37","2024-12-24_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-20",NULL,"2024-12-22","6.9","19","19","2024-12-20 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-20",NULL,"2024-12-22","6.9","3","3","2024-12-20 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-20","09:30:00","2024-12-22","9.5","1","1","2024-12-20_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-20","09:10:00","2024-12-22","9.5","1","1","2024-12-20_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-20","09:05:00","2024-12-22","9.5","2","2","2024-12-20_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-19",NULL,"2024-12-21","8.8","1","1","2024-12-19 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-19",NULL,"2024-12-21","8.8","2","2","2024-12-19 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-19","10:31:00","2024-12-21","9.5","1","1","2024-12-19_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-19","10:21:00","2024-12-21","9.5","4","4","2024-12-19_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-19","10:19:00","2024-12-21","9.5","2","2","2024-12-19_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-18",NULL,"2024-12-20","7.8","12","12","2024-12-18 Strand WALAB.pdf.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-18",NULL,"2024-12-20","7.8","9","9","2024-12-18 Strand WALAB.pdf.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-17",NULL,"2024-12-19","6","32","32","2024-12-17 Strand WALAB.pdf.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-17",NULL,"2024-12-19","6","21","21","2024-12-17 Strand WALAB.pdf.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-17","10:06:00","2024-12-19","7.6","2","2","2024-12-17_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-17","09:56:00","2024-12-19","7.6","ND","0","2024-12-17_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-17","09:53:00","2024-12-19","7.6","ND","0","2024-12-17_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-13",NULL,"2024-12-15","4","84","84","2024-12-13 Strand WALAB.pdf.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-13",NULL,"2024-12-15","4","61","61","2024-12-13 Strand WALAB.pdf.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-13","10:28:00","2024-12-15","9.6","4","4","2024-12-13_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-13","10:19:00","2024-12-15","9.6","3","3","2024-12-13_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-13","10:15:00","2024-12-15","9.6","1","1","2024-12-13_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-12",NULL,"2024-12-14","10.9","31","31","2024-12-12 Strand WALAB.pdf.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-12",NULL,"2024-12-14","10.9","19","19","2024-12-12 Strand WALAB.pdf.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-12","08:56:00","2024-12-14","13","6","6","2024-12-12_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-12","08:45:00","2024-12-14","13","12","12","2024-12-12_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-12","08:42:00","2024-12-14","13","7","7","2024-12-12_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-10",NULL,"2024-12-12","5","4","4","2024-12-10 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-10",NULL,"2024-12-12","5","5","5","2024-12-10 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-10","09:46:00","2024-12-12","10","9","9","2024-12-10_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-10","09:35:00","2024-12-12","10","14","14","2024-12-10_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-10","09:31:00","2024-12-12","10","5","5","2024-12-10_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-09",NULL,"2024-12-11","7","1","1","2024-12-09 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-09",NULL,"2024-12-11","7","7","7","2024-12-09 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-09","10:44:00","2024-12-11","7","18","18","2024-12-09_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-09","10:28:00","2024-12-11","7","36","36","2024-12-09_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-09","10:25:00","2024-12-11","7","12","12","2024-12-09_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-06",NULL,"2024-12-08","5.1","1","1","2024-12-06 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-06",NULL,"2024-12-08","5.1","5","5","2024-12-06 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-06","10:12:00","2024-12-08","5","52","52","2024-12-06_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-06","10:02:00","2024-12-08","5","39","39","2024-12-06_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-06","09:59:00","2024-12-08","5","21","21","2024-12-06_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-05",NULL,"2024-12-07","4.4","6","6","2024-12-05 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-05",NULL,"2024-12-07","4.4","12","12","2024-12-05 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-05","11:03:00","2024-12-07","8.4","19","19","2024-12-05_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-05","10:49:00","2024-12-07","8.4","12","12","2024-12-05_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-05","10:45:00","2024-12-07","8.4","8","8","2024-12-05_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-04",NULL,"2024-12-06","8.8","3","3","2024-12-04 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-04",NULL,"2024-12-06","8.8","4","4","2024-12-04 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-04","11:55:00","2024-12-06","10.6","ND","0","2024-12-04_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-04","11:41:00","2024-12-06","10.6","ND","0","2024-12-04_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-04","11:39:00","2024-12-06","10.6","1","1","2024-12-04_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-03",NULL,"2024-12-05","8.1","8","8","2024-12-03 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-03",NULL,"2024-12-05","8.1","15","15","2024-12-03 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-03","11:22:00","2024-12-05","10.6","4","4","2024-12-03_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-03","11:05:00","2024-12-05","10.6","3","3","2024-12-03_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-03","11:02:00","2024-12-05","10.6","1","1","2024-12-03_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-12-02",NULL,"2024-12-04","8","5","5","2024-12-02 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-12-02",NULL,"2024-12-04","8","2","2","2024-12-02 Strand WALAB.pdf","WLAB","daily"
"34","Hout Bay Chapmans Peak","XCN10","Recreational Node","Atlantic","18.3602","-34.04781667","True","XCN10","2024-12-02","13:25:00","2024-12-04","10.5","2","2","2024-12-02_WALAB_Atlantic.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-12-02","11:05:00","2024-12-04","10.5","1","1","2024-12-02_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-12-02","10:55:00","2024-12-04","10.5","ND","0","2024-12-02_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-12-02","10:52:00","2024-12-04","10.5","ND","0","2024-12-02_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-11-29",NULL,"2024-12-01","4.8","2","2","2024-11-29 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-11-29",NULL,"2024-12-01","4.8","1","1","2024-11-29 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-11-29","10:44:00","2024-12-01","6","38","38","2024-11-29_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-11-29","10:28:00","2024-12-01","6","ND","0","2024-11-29_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-11-29","10:24:00","2024-12-01","6","1","1","2024-11-29_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-11-28",NULL,"2024-11-30","6.5","6","6","2024-11-28 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-11-28",NULL,"2024-11-30","6.5","2","2","2024-11-28 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-11-28","10:30:00","2024-11-30","11.8","42","42","2024-11-28_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-11-28","10:17:00","2024-11-30","11.8","1","1","2024-11-28_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-11-28","10:15:00","2024-11-30","11.8","4","4","2024-11-28_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-11-27",NULL,"2024-11-29","6.7","56","56","2024-11-27 Strand WALAB.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2024-11-27",NULL,"2024-11-29","6.7","32","32","2024-11-27 Strand WALAB.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2024-11-27","12:50:00","2024-11-29","9.2","9","9","2024-11-27_WALAB_Atlantic.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2024-11-27","12:38:00","2024-11-29","9.2","3","3","2024-11-27_WALAB_Atlantic.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2024-11-27","12:35:00","2024-11-29","9.2","6","6","2024-11-27_WALAB_Atlantic.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2024-11-26",NULL,"2024-11-28","4","34","34","2024-11-26 Strand WALAB.pdf","WLAB","daily"
