site_name,sample_date,censored_value
Llandudno,2023-11-28T00:00:00Z,2
Llandudno,2023-12-06T00:00:00Z,37
Llandudno,2023-12-06T00:00:00Z,>150
Llandudno,2024-01-03T00:00:00Z,1
Llandudno,2024-01-03T00:00:00Z,1
Llandudno,2024-01-09T00:00:00Z,1
Llandudno,2024-01-09T00:00:00Z,1
Llandudno,2024-01-17T00:00:00Z,1
Llandudno,2024-01-17T00:00:00Z,1
Llandudno,2024-01-23T00:00:00Z,9
Llandudno,2024-01-23T00:00:00Z,4
Llandudno,2024-01-30T00:00:00Z,2
Llandudno,2024-01-30T00:00:00Z,4
Llandudno,2024-11-20T00:00:00Z,1
Llandudno,2024-11-20T00:00:00Z,9
Llandudno,2024-12-05T00:00:00Z,1
Llandudno,2024-12-05T00:00:00Z,1
Llandudno,2024-12-12T00:00:00Z,1
Llandudno,2024-12-12T00:00:00Z,1
Llandudno,2024-12-19T00:00:00Z,1
Llandudno,2024-12-19T00:00:00Z,1
Llandudno,2025-01-08T00:00:00Z,1
Llandudno,2025-01-08T00:00:00Z,1
Llandudno,2025-01-16T00:00:00Z,1
Llandudno,2025-01-16T00:00:00Z,1
Llandudno,2025-01-22T00:00:00Z,1
Llandudno,2025-01-22T00:00:00Z,1
Llandudno,2025-01-28T00:00:00Z,1
Llandudno,2025-01-28T00:00:00Z,1
Melkbos,2021-11-25T00:00:00Z,3
Melkbos,2021-12-01T00:00:00Z,4
Melkbos,2021-12-08T00:00:00Z,1
Melkbos,2021-12-14T00:00:00Z,1
Melkbos,2021-12-22T00:00:00Z,1
Melkbos,2022-01-04T00:00:00Z,2
Melkbos,2022-01-11T00:00:00Z,11
Melkbos,2022-01-20T00:00:00Z,6
Melkbos,2022-01-27T00:00:00Z,18
Melkbos,2022-11-29T00:00:00Z,55
Melkbos,2022-12-07T00:00:00Z,1
Melkbos,2022-12-14T00:00:00Z,76
Melkbos,2022-12-20T00:00:00Z,1
Melkbos,2023-01-04T00:00:00Z,34
Melkbos,2023-01-10T00:00:00Z,27
Melkbos,2023-01-18T00:00:00Z,1
Melkbos,2023-01-24T00:00:00Z,86
Melkbos,2023-01-31T00:00:00Z,1
Melkbos,2023-11-28T00:00:00Z,1
Melkbos,2023-11-28T00:00:00Z,1
Melkbos,2023-12-06T00:00:00Z,1
Melkbos,2023-12-06T00:00:00Z,1
Melkbos,2023-12-13T00:00:00Z,1
Melkbos,2023-12-13T00:00:00Z,1
Melkbos,2023-12-19T00:00:00Z,1
Melkbos,2023-12-19T00:00:00Z,1
Melkbos,2024-01-03T00:00:00Z,35
Melkbos,2024-01-03T00:00:00Z,8
Melkbos,2024-01-09T00:00:00Z,1
Melkbos,2024-01-09T00:00:00Z,1
Melkbos,2024-01-17T00:00:00Z,2
Melkbos,2024-01-17T00:00:00Z,1
Melkbos,2024-01-23T00:00:00Z,1
Melkbos,2024-01-23T00:00:00Z,1
Melkbos,2024-01-30T00:00:00Z,8
Melkbos,2024-01-30T00:00:00Z,13
Melkbos,2024-11-20T00:00:00Z,1
Melkbos,2024-11-20T00:00:00Z,1
Melkbos,2024-12-03T00:00:00Z,1
Melkbos,2024-12-03T00:00:00Z,1
Melkbos,2024-12-19T00:00:00Z,1
Melkbos,2024-12-19T00:00:00Z,1
Melkbos,2025-01-07T00:00:00Z,1
Melkbos,2025-01-07T00:00:00Z,2
Melkbos,2025-01-14T00:00:00Z,1
Melkbos,2025-01-14T00:00:00Z,6
Melkbos,2025-01-21T00:00:00Z,1
Melkbos,2025-01-21T00:00:00Z,1
Melkbos,2025-01-28T00:00:00Z,1
Melkbos,2025-01-28T00:00:00Z,1
Mnandi,2022-11-29T00:00:00Z,63
Mnandi,2022-12-08T00:00:00Z,44
Mnandi,2022-12-15T00:00:00Z,70
Mnandi,2022-12-21T00:00:00Z,1
Mnandi,2022-12-29T00:00:00Z,63
Mnandi,2023-01-05T00:00:00Z,9
Mnandi,2023-01-11T00:00:00Z,15
Mnandi,2023-01-17T00:00:00Z,105
Mnandi,2023-01-25T00:00:00Z,22
Mnandi,2023-02-01T00:00:00Z,2
Mnandi,2023-11-29T00:00:00Z,62
Mnandi,2023-12-07T00:00:00Z,4
Mnandi,2023-12-14T00:00:00Z,14
Mnandi,2023-12-20T00:00:00Z,6
Mnandi,2024-01-04T00:00:00Z,21
Mnandi,2024-01-10T00:00:00Z,21
Mnandi,2024-01-16T00:00:00Z,35
Mnandi,2024-01-24T00:00:00Z,1
Mnandi,2024-01-31T00:00:00Z,93
Strandfontein,2022-11-30T00:00:00Z,3
Strandfontein,2022-12-08T00:00:00Z,65
Strandfontein,2022-12-15T00:00:00Z,48
Strandfontein,2022-12-21T00:00:00Z,1
Strandfontein,2022-12-30T00:00:00Z,3
Strandfontein,2023-01-05T00:00:00Z,1
Strandfontein,2023-01-11T00:00:00Z,24
Strandfontein,2023-01-17T00:00:00Z,49
Strandfontein,2023-01-25T00:00:00Z,13
Strandfontein,2023-02-01T00:00:00Z,12
Strandfontein,2023-02-16T00:00:00Z,13
Strandfontein,2023-11-29T00:00:00Z,77
Strandfontein,2023-12-07T00:00:00Z,2
Strandfontein,2023-12-14T00:00:00Z,4
Strandfontein,2023-12-20T00:00:00Z,4
Strandfontein,2024-01-04T00:00:00Z,7
Strandfontein,2024-01-10T00:00:00Z,6
Strandfontein,2024-01-16T00:00:00Z,10
Strandfontein,2024-01-24T00:00:00Z,1
Strandfontein,2024-01-31T00:00:00Z,47
Strandfontein,2024-02-06T00:00:00Z,1
Strandfontein,2024-02-13T00:00:00Z,16
Strandfontein,2024-02-27T00:00:00Z,>150
Strandfontein,2024-03-04T00:00:00Z,1
Strandfontein,2024-03-05T00:00:00Z,14
Strandfontein,2024-03-13T00:00:00Z,>150
Strandfontein,2024-03-18T00:00:00Z,52
Strandfontein,2024-03-19T00:00:00Z,45
Muizenberg,2021-11-23T00:00:00Z,104
Muizenberg,2021-12-02T00:00:00Z,11
Muizenberg,2021-12-09T00:00:00Z,1
Muizenberg,2021-12-15T00:00:00Z,2
Muizenberg,2021-12-23T00:00:00Z,9
Muizenberg,2022-01-05T00:00:00Z,3
Muizenberg,2022-01-11T00:00:00Z,13
Muizenberg,2022-01-19T00:00:00Z,6
Muizenberg,2022-01-26T00:00:00Z,9
Muizenberg,2022-02-02T00:00:00Z,19
Muizenberg,2022-02-16T00:00:00Z,7
Muizenberg,2022-03-03T00:00:00Z,16
Muizenberg,2022-03-15T00:00:00Z,1
Muizenberg,2022-11-30T00:00:00Z,10
Muizenberg,2022-12-08T00:00:00Z,1
Muizenberg,2022-12-15T00:00:00Z,3
Muizenberg,2022-12-21T00:00:00Z,42
Muizenberg,2023-01-05T00:00:00Z,17
Muizenberg,2023-01-11T00:00:00Z,15
Muizenberg,2023-01-17T00:00:00Z,10
Muizenberg,2023-01-25T00:00:00Z,10
Muizenberg,2023-02-01T00:00:00Z,12
Muizenberg,2023-02-16T00:00:00Z,140
Muizenberg,2023-11-29T00:00:00Z,3
Muizenberg,2023-12-07T00:00:00Z,2
Muizenberg,2023-12-14T00:00:00Z,22
Muizenberg,2023-12-20T00:00:00Z,3
Muizenberg,2024-01-04T00:00:00Z,34
Muizenberg,2024-01-10T00:00:00Z,82
Muizenberg,2024-01-16T00:00:00Z,11
Muizenberg,2024-01-24T00:00:00Z,1
Muizenberg,2024-01-31T00:00:00Z,1
Muizenberg,2024-02-06T00:00:00Z,7
Muizenberg,2024-02-13T00:00:00Z,37
Muizenberg,2024-02-20T00:00:00Z,3
Muizenberg,2024-02-27T00:00:00Z,5
Muizenberg,2024-03-05T00:00:00Z,9
Muizenberg,2024-03-13T00:00:00Z,>150
Muizenberg,2024-03-18T00:00:00Z,3
Muizenberg,2024-03-19T00:00:00Z,1
Muizenberg,2024-03-27T00:00:00Z,48
Muizenberg,2024-11-21T00:00:00Z,14
Muizenberg,2024-12-02T00:00:00Z,5
Muizenberg,2024-12-20T00:00:00Z,1
Muizenberg,2025-01-08T00:00:00Z,13
Muizenberg,2025-01-15T00:00:00Z,4
Muizenberg,2025-01-21T00:00:00Z,11
Muizenberg,2025-01-29T00:00:00Z,66
Silwerstroom,2021-11-25T00:00:00Z,1
Silwerstroom,2021-12-01T00:00:00Z,1
Silwerstroom,2021-12-08T00:00:00Z,1
Silwerstroom,2021-12-14T00:00:00Z,1
Silwerstroom,2021-12-22T00:00:00Z,1
Silwerstroom,2022-01-04T00:00:00Z,9
Silwerstroom,2022-01-11T00:00:00Z,21
Silwerstroom,2022-01-20T00:00:00Z,1
Silwerstroom,2022-01-27T00:00:00Z,1
Silwerstroom,2022-11-29T00:00:00Z,1
Silwerstroom,2022-12-07T00:00:00Z,1
Silwerstroom,2022-12-14T00:00:00Z,1
Silwerstroom,2022-12-20T00:00:00Z,1
Silwerstroom,2023-01-04T00:00:00Z,1
Silwerstroom,2023-01-10T00:00:00Z,1
Silwerstroom,2023-01-18T00:00:00Z,1
Silwerstroom,2023-01-24T00:00:00Z,1
Silwerstroom,2023-01-31T00:00:00Z,1
Silwerstroom,2023-11-28T00:00:00Z,1
Silwerstroom,2023-12-06T00:00:00Z,1
Silwerstroom,2023-12-13T00:00:00Z,1
Silwerstroom,2023-12-19T00:00:00Z,1
Silwerstroom,2024-01-03T00:00:00Z,1
Silwerstroom,2024-01-09T00:00:00Z,1
Silwerstroom,2024-01-17T00:00:00Z,1
Silwerstroom,2024-01-23T00:00:00Z,1
Silwerstroom,2024-01-30T00:00:00Z,1
Silwerstroom,2024-11-20T00:00:00Z,1
Silwerstroom,2024-12-03T00:00:00Z,1
Silwerstroom,2024-12-19T00:00:00Z,1
Silwerstroom,2025-01-07T00:00:00Z,1
Silwerstroom,2025-01-14T00:00:00Z,1
Silwerstroom,2025-01-21T00:00:00Z,1
Silwerstroom,2025-01-28T00:00:00Z,1
Seaforth,2019-11-21T00:00:00Z,79
Seaforth,2019-12-05T00:00:00Z,23
Seaforth,2019-12-12T00:00:00Z,47
Seaforth,2020-01-09T00:00:00Z,63
Seaforth,2020-01-16T00:00:00Z,49
Seaforth,2020-01-23T00:00:00Z,48
Seaforth,2020-02-06T00:00:00Z,111
Seaforth,2020-02-20T00:00:00Z,8
Seaforth,2020-03-03T00:00:00Z,>150
Seaforth,2020-03-19T00:00:00Z,3
Seaforth,2020-11-26T00:00:00Z,>150
Seaforth,2020-12-03T00:00:00Z,21
Seaforth,2020-12-09T00:00:00Z,51
Seaforth,2020-12-17T00:00:00Z,85
Seaforth,2021-01-07T00:00:00Z,118
Seaforth,2021-01-14T00:00:00Z,120
Seaforth,2021-01-21T00:00:00Z,56
Seaforth,2021-01-28T00:00:00Z,135
Seaforth,2021-11-23T00:00:00Z,5
Seaforth,2021-12-01T00:00:00Z,>150
Seaforth,2021-12-08T00:00:00Z,24
Seaforth,2021-12-15T00:00:00Z,>150
Seaforth,2021-12-23T00:00:00Z,85
Seaforth,2022-01-05T00:00:00Z,131
Seaforth,2022-01-12T00:00:00Z,115
Seaforth,2022-01-19T00:00:00Z,58
Seaforth,2022-01-26T00:00:00Z,29
Clifton Fourth,2012-11-19T00:00:00Z,1
Clifton Fourth,2012-11-26T00:00:00Z,1
Clifton Fourth,2012-12-03T00:00:00Z,1
Clifton Fourth,2012-12-10T00:00:00Z,17
Clifton Fourth,2012-12-18T00:00:00Z,2
Clifton Fourth,2013-01-02T00:00:00Z,1
Clifton Fourth,2013-01-21T00:00:00Z,1
Clifton Fourth,2013-02-11T00:00:00Z,5
Clifton Fourth,2013-02-18T00:00:00Z,4
Clifton Fourth,2013-02-25T00:00:00Z,26
Clifton Fourth,2013-03-04T00:00:00Z,1
Clifton Fourth,2013-03-11T00:00:00Z,1
Clifton Fourth,2013-03-18T00:00:00Z,5
Clifton Fourth,2013-11-27T00:00:00Z,1
Clifton Fourth,2013-12-02T00:00:00Z,1
Clifton Fourth,2013-12-09T00:00:00Z,38
Clifton Fourth,2013-12-17T00:00:00Z,2
Clifton Fourth,2013-12-19T00:00:00Z,1
Clifton Fourth,2014-01-02T00:00:00Z,3
Clifton Fourth,2014-01-06T00:00:00Z,10
Clifton Fourth,2014-01-13T00:00:00Z,1
Clifton Fourth,2014-01-20T00:00:00Z,1
Clifton Fourth,2014-01-27T00:00:00Z,3
Clifton Fourth,2014-02-10T00:00:00Z,2
Clifton Fourth,2014-02-17T00:00:00Z,48
Clifton Fourth,2014-02-24T00:00:00Z,5
Clifton Fourth,2014-03-17T00:00:00Z,2
Clifton Fourth,2014-03-24T00:00:00Z,>150
Clifton Fourth,2014-03-31T00:00:00Z,9
Clifton Fourth,2014-11-05T00:00:00Z,1
Clifton Fourth,2014-11-19T00:00:00Z,6
Clifton Fourth,2014-12-03T00:00:00Z,1
Clifton Fourth,2014-12-15T00:00:00Z,1
Clifton Fourth,2014-12-17T00:00:00Z,1
Clifton Fourth,2014-12-30T00:00:00Z,4
Clifton Fourth,2015-01-14T00:00:00Z,2
Clifton Fourth,2015-01-28T00:00:00Z,2
Clifton Fourth,2015-02-11T00:00:00Z,1
Clifton Fourth,2015-02-25T00:00:00Z,5
Clifton Fourth,2015-03-11T00:00:00Z,5
Clifton Fourth,2015-03-25T00:00:00Z,1
Clifton Fourth,2015-11-18T00:00:00Z,2
Clifton Fourth,2015-12-02T00:00:00Z,1
Clifton Fourth,2015-12-22T00:00:00Z,47
Clifton Fourth,2016-01-13T00:00:00Z,7
Clifton Fourth,2016-01-20T00:00:00Z,4
Clifton Fourth,2016-02-03T00:00:00Z,1
Clifton Fourth,2016-02-10T00:00:00Z,1
Clifton Fourth,2016-02-24T00:00:00Z,1
Clifton Fourth,2016-03-23T00:00:00Z,1
Camps Bay,2012-11-19T00:00:00Z,1
Camps Bay,2012-11-26T00:00:00Z,1
Camps Bay,2012-12-03T00:00:00Z,1
Camps Bay,2012-12-10T00:00:00Z,1
Camps Bay,2012-12-18T00:00:00Z,1
Camps Bay,2013-01-02T00:00:00Z,1
Camps Bay,2013-01-21T00:00:00Z,2
Camps Bay,2013-02-11T00:00:00Z,63
Camps Bay,2013-02-18T00:00:00Z,1
Camps Bay,2013-02-25T00:00:00Z,1
Camps Bay,2013-03-04T00:00:00Z,4
Camps Bay,2013-03-11T00:00:00Z,14
Camps Bay,2013-03-18T00:00:00Z,13
Camps Bay,2013-11-27T00:00:00Z,1
Camps Bay,2013-12-02T00:00:00Z,2
Camps Bay,2013-12-09T00:00:00Z,20
Camps Bay,2013-12-17T00:00:00Z,29
Camps Bay,2013-12-19T00:00:00Z,2
Camps Bay,2014-01-02T00:00:00Z,5
Camps Bay,2014-01-06T00:00:00Z,3
Camps Bay,2014-01-13T00:00:00Z,52
Camps Bay,2014-01-20T00:00:00Z,96
Camps Bay,2014-01-27T00:00:00Z,2
Camps Bay,2014-02-03T00:00:00Z,8
Camps Bay,2014-02-10T00:00:00Z,38
Camps Bay,2014-02-17T00:00:00Z,99
Camps Bay,2014-02-24T00:00:00Z,127
Camps Bay,2014-03-03T00:00:00Z,10
Camps Bay,2014-03-10T00:00:00Z,10
Camps Bay,2014-03-17T00:00:00Z,37
Camps Bay,2014-03-24T00:00:00Z,1
Camps Bay,2014-11-05T00:00:00Z,87
Camps Bay,2014-11-19T00:00:00Z,59
Camps Bay,2014-12-03T00:00:00Z,26
Camps Bay,2014-12-17T00:00:00Z,10
Camps Bay,2014-12-30T00:00:00Z,40
Camps Bay,2015-01-14T00:00:00Z,12
Camps Bay,2015-01-28T00:00:00Z,10
Camps Bay,2015-02-11T00:00:00Z,1
Camps Bay,2015-02-25T00:00:00Z,10
Camps Bay,2015-03-11T00:00:00Z,3
Camps Bay,2015-03-25T00:00:00Z,6
Camps Bay,2015-04-08T00:00:00Z,4
Camps Bay,2015-04-22T00:00:00Z,2
Camps Bay,2015-05-06T00:00:00Z,28
Camps Bay,2015-05-20T00:00:00Z,3
Camps Bay,2015-06-03T00:00:00Z,200
Camps Bay,2015-06-17T00:00:00Z,28
Camps Bay,2015-07-01T00:00:00Z,5
Camps Bay,2015-11-18T00:00:00Z,4
Camps Bay,2015-12-02T00:00:00Z,1
Camps Bay,2015-12-22T00:00:00Z,21
Camps Bay,2016-01-13T00:00:00Z,3
Camps Bay,2016-01-20T00:00:00Z,2
Camps Bay,2016-02-03T00:00:00Z,32
Camps Bay,2016-02-10T00:00:00Z,1
Camps Bay,2016-02-24T00:00:00Z,6
Camps Bay,2016-03-23T00:00:00Z,11
Silwerstroom,2012-11-21T00:00:00Z,76
Silwerstroom,2012-12-05T00:00:00Z,1
Silwerstroom,2012-12-19T00:00:00Z,1
Silwerstroom,2013-01-02T00:00:00Z,2
Silwerstroom,2013-01-30T00:00:00Z,>150
Silwerstroom,2013-11-27T00:00:00Z,1
Silwerstroom,2013-12-04T00:00:00Z,1
Silwerstroom,2013-12-18T00:00:00Z,1
Silwerstroom,2014-01-02T00:00:00Z,1
Silwerstroom,2014-01-15T00:00:00Z,16
Silwerstroom,2014-01-29T00:00:00Z,26
Silwerstroom,2014-11-10T00:00:00Z,1
Silwerstroom,2014-11-19T00:00:00Z,1
Silwerstroom,2014-12-03T00:00:00Z,1
Silwerstroom,2014-12-17T00:00:00Z,1
Silwerstroom,2014-12-30T00:00:00Z,1
Silwerstroom,2015-01-14T00:00:00Z,12
Silwerstroom,2015-01-28T00:00:00Z,3
Silwerstroom,2015-11-18T00:00:00Z,1
Silwerstroom,2015-12-02T00:00:00Z,1
Silwerstroom,2015-12-21T00:00:00Z,1
Silwerstroom,2016-01-18T00:00:00Z,13
Silwerstroom,2016-01-27T00:00:00Z,12
Silwerstroom,2016-02-24T00:00:00Z,18
Silwerstroom,2016-11-24T00:00:00Z,1
Silwerstroom,2016-11-30T00:00:00Z,1
Silwerstroom,2016-12-06T00:00:00Z,6
Silwerstroom,2016-12-12T00:00:00Z,1
Silwerstroom,2016-12-15T00:00:00Z,1
Silwerstroom,2016-12-19T00:00:00Z,1
Silwerstroom,2017-01-04T00:00:00Z,1
Silwerstroom,2017-01-09T00:00:00Z,65
Silwerstroom,2017-01-12T00:00:00Z,1
Silwerstroom,2017-01-18T00:00:00Z,1
Strandfontein,2012-11-19T00:00:00Z,1
Strandfontein,2012-11-26T00:00:00Z,9
Strandfontein,2012-12-03T00:00:00Z,1
Strandfontein,2012-12-10T00:00:00Z,5
Strandfontein,2012-12-18T00:00:00Z,1
Strandfontein,2013-01-02T00:00:00Z,1
Strandfontein,2013-01-21T00:00:00Z,1
Strandfontein,2013-02-11T00:00:00Z,25
Strandfontein,2013-02-18T00:00:00Z,1
Strandfontein,2013-02-25T00:00:00Z,1
Strandfontein,2013-03-04T00:00:00Z,56
Strandfontein,2013-03-11T00:00:00Z,15
Strandfontein,2013-03-18T00:00:00Z,1
Strandfontein,2013-11-27T00:00:00Z,3
Strandfontein,2013-12-02T00:00:00Z,4
Strandfontein,2013-12-09T00:00:00Z,8
Strandfontein,2013-12-17T00:00:00Z,1
Strandfontein,2013-12-19T00:00:00Z,2
Strandfontein,2014-01-02T00:00:00Z,1
Strandfontein,2014-01-06T00:00:00Z,3
Strandfontein,2014-01-13T00:00:00Z,1
Strandfontein,2014-01-20T00:00:00Z,5
Strandfontein,2014-01-27T00:00:00Z,7
Strandfontein,2014-02-03T00:00:00Z,3
Strandfontein,2014-02-10T00:00:00Z,4
Strandfontein,2014-02-17T00:00:00Z,>150
Strandfontein,2014-02-24T00:00:00Z,17
Strandfontein,2014-03-03T00:00:00Z,11
Strandfontein,2014-03-10T00:00:00Z,27
Strandfontein,2014-03-17T00:00:00Z,44
Strandfontein,2014-03-24T00:00:00Z,1
Strandfontein,2014-11-12T00:00:00Z,2
Strandfontein,2014-11-26T00:00:00Z,6
Strandfontein,2014-12-10T00:00:00Z,1
Strandfontein,2014-12-19T00:00:00Z,25
Strandfontein,2015-01-07T00:00:00Z,10
Strandfontein,2015-01-21T00:00:00Z,21
Strandfontein,2015-02-04T00:00:00Z,16
Strandfontein,2015-02-18T00:00:00Z,9
Strandfontein,2015-03-04T00:00:00Z,17
Strandfontein,2015-03-18T00:00:00Z,1
Strandfontein,2015-03-31T00:00:00Z,1
Strandfontein,2015-11-18T00:00:00Z,1
Strandfontein,2015-12-02T00:00:00Z,4
Strandfontein,2015-12-22T00:00:00Z,4
Strandfontein,2016-01-13T00:00:00Z,1
Strandfontein,2016-01-20T00:00:00Z,3
Strandfontein,2016-02-03T00:00:00Z,1
Strandfontein,2016-02-10T00:00:00Z,1
Strandfontein,2016-02-24T00:00:00Z,4
Strandfontein,2016-03-30T00:00:00Z,8
Strandfontein,2016-11-23T00:00:00Z,7
Strandfontein,2016-11-30T00:00:00Z,4
Strandfontein,2016-12-06T00:00:00Z,15
Strandfontein,2016-12-14T00:00:00Z,35
Strandfontein,2016-12-21T00:00:00Z,7
Strandfontein,2017-01-04T00:00:00Z,14
Strandfontein,2017-01-11T00:00:00Z,10
Strandfontein,2017-01-18T00:00:00Z,2
Strandfontein,2017-01-25T00:00:00Z,16
Strandfontein,2017-02-01T00:00:00Z,3
Strandfontein,2017-02-08T00:00:00Z,19
Strandfontein,2017-03-01T00:00:00Z,1
Strandfontein,2017-03-08T00:00:00Z,13
Muizenberg,2012-11-19T00:00:00Z,8
Muizenberg,2012-11-26T00:00:00Z,5
Muizenberg,2012-12-03T00:00:00Z,4
Muizenberg,2012-12-10T00:00:00Z,16
Muizenberg,2012-12-18T00:00:00Z,3
Muizenberg,2013-01-02T00:00:00Z,2
Muizenberg,2013-01-21T00:00:00Z,15
Muizenberg,2013-02-11T00:00:00Z,>150
Muizenberg,2013-02-18T00:00:00Z,2
Muizenberg,2013-02-25T00:00:00Z,5
Muizenberg,2013-03-04T00:00:00Z,22
Muizenberg,2013-03-11T00:00:00Z,47
Muizenberg,2013-03-18T00:00:00Z,3
Muizenberg,2013-11-27T00:00:00Z,7
Muizenberg,2013-12-02T00:00:00Z,1
Muizenberg,2013-12-09T00:00:00Z,48
Muizenberg,2013-12-17T00:00:00Z,1
Muizenberg,2013-12-19T00:00:00Z,1
Muizenberg,2014-01-02T00:00:00Z,1
Muizenberg,2014-01-06T00:00:00Z,15
Muizenberg,2014-01-13T00:00:00Z,2
Muizenberg,2014-01-20T00:00:00Z,6
Muizenberg,2014-01-27T00:00:00Z,11
Muizenberg,2014-02-03T00:00:00Z,12
Muizenberg,2014-02-10T00:00:00Z,1
Muizenberg,2014-02-17T00:00:00Z,>150
Muizenberg,2014-02-24T00:00:00Z,11
Muizenberg,2014-03-03T00:00:00Z,15
Muizenberg,2014-03-10T00:00:00Z,16
Muizenberg,2014-03-17T00:00:00Z,2
Muizenberg,2014-03-24T00:00:00Z,6
Muizenberg,2014-11-12T00:00:00Z,6
Muizenberg,2014-11-26T00:00:00Z,29
Muizenberg,2014-12-10T00:00:00Z,1
Muizenberg,2014-12-19T00:00:00Z,4
Muizenberg,2015-01-07T00:00:00Z,20
Muizenberg,2015-01-21T00:00:00Z,10
Muizenberg,2015-02-04T00:00:00Z,32
Muizenberg,2015-02-18T00:00:00Z,31
Muizenberg,2015-03-04T00:00:00Z,26
Muizenberg,2015-03-18T00:00:00Z,32
Muizenberg,2015-03-31T00:00:00Z,10
Muizenberg,2015-11-18T00:00:00Z,22
Muizenberg,2015-12-02T00:00:00Z,5
Muizenberg,2015-12-22T00:00:00Z,34
Muizenberg,2016-01-13T00:00:00Z,9
Muizenberg,2016-01-20T00:00:00Z,60
Muizenberg,2016-02-03T00:00:00Z,18
Muizenberg,2016-02-10T00:00:00Z,30
Muizenberg,2016-02-24T00:00:00Z,6
Muizenberg,2016-03-23T00:00:00Z,53
Muizenberg,2016-11-30T00:00:00Z,10
Muizenberg,2016-11-23T00:00:00Z,7
Muizenberg,2016-12-06T00:00:00Z,5
Muizenberg,2016-12-14T00:00:00Z,3
Muizenberg,2016-12-21T00:00:00Z,50
Muizenberg,2017-01-04T00:00:00Z,21
Muizenberg,2017-01-11T00:00:00Z,8
Muizenberg,2017-01-18T00:00:00Z,2
Muizenberg,2017-01-25T00:00:00Z,4
Muizenberg,2017-02-01T00:00:00Z,4
Muizenberg,2017-02-08T00:00:00Z,63
Muizenberg,2017-03-01T00:00:00Z,2
Muizenberg,2017-03-08T00:00:00Z,24
Mnandi,2014-11-05T00:00:00Z,1
Mnandi,2014-11-19T00:00:00Z,6
Mnandi,2014-12-03T00:00:00Z,1
Mnandi,2014-12-15T00:00:00Z,1
Mnandi,2014-12-17T00:00:00Z,1
Mnandi,2014-12-30T00:00:00Z,4
Mnandi,2015-01-14T00:00:00Z,2
Mnandi,2015-01-28T00:00:00Z,2
Mnandi,2015-02-11T00:00:00Z,1
Mnandi,2015-02-25T00:00:00Z,5
Mnandi,2015-03-11T00:00:00Z,5
Mnandi,2015-03-25T00:00:00Z,1
Mnandi,2015-11-18T00:00:00Z,1
Mnandi,2015-12-02T00:00:00Z,3
Mnandi,2015-12-22T00:00:00Z,6
Mnandi,2016-01-13T00:00:00Z,5
Mnandi,2016-01-20T00:00:00Z,1
Mnandi,2016-02-03T00:00:00Z,9
Mnandi,2016-02-10T00:00:00Z,1
Mnandi,2016-02-24T00:00:00Z,2
Mnandi,2016-03-23T00:00:00Z,3
Mnandi,2016-11-30T00:00:00Z,1
Mnandi,2016-11-23T00:00:00Z,33
Mnandi,2016-12-06T00:00:00Z,1
Mnandi,2016-12-14T00:00:00Z,10
Mnandi,2016-12-21T00:00:00Z,3
Mnandi,2017-01-04T00:00:00Z,30
Mnandi,2017-01-11T00:00:00Z,6
Mnandi,2017-01-18T00:00:00Z,5
Mnandi,2017-01-25T00:00:00Z,48
Mnandi,2017-02-01T00:00:00Z,31
Mnandi,2017-02-08T00:00:00Z,1
Mnandi,2017-03-01T00:00:00Z,54
Mnandi,2017-03-08T00:00:00Z,5
Clifton Fourth,2013-11-27T00:00:00Z,1
Clifton Fourth,2013-12-02T00:00:00Z,1
Clifton Fourth,2013-12-09T00:00:00Z,38
Clifton Fourth,2013-12-17T00:00:00Z,2
Clifton Fourth,2013-12-19T00:00:00Z,1
Clifton Fourth,2014-01-02T00:00:00Z,3
Clifton Fourth,2014-01-06T00:00:00Z,10
Clifton Fourth,2014-01-13T00:00:00Z,1
Clifton Fourth,2014-01-20T00:00:00Z,1
Clifton Fourth,2014-01-27T00:00:00Z,3
Clifton Fourth,2014-02-10T00:00:00Z,2
Clifton Fourth,2014-02-17T00:00:00Z,48
Clifton Fourth,2014-02-24T00:00:00Z,5
Clifton Fourth,2014-03-17T00:00:00Z,2
Clifton Fourth,2014-03-24T00:00:00Z,>150
Clifton Fourth,2014-03-31T00:00:00Z,9
Clifton Fourth,2014-11-05T00:00:00Z,1
Clifton Fourth,2014-11-19T00:00:00Z,6
Clifton Fourth,2014-12-03T00:00:00Z,1
Clifton Fourth,2014-12-15T00:00:00Z,1
Clifton Fourth,2014-12-17T00:00:00Z,1
Clifton Fourth,2014-12-30T00:00:00Z,4
Clifton Fourth,2015-01-14T00:00:00Z,2
Clifton Fourth,2015-01-28T00:00:00Z,2
Clifton Fourth,2015-02-11T00:00:00Z,1
Clifton Fourth,2015-02-25T00:00:00Z,5
Clifton Fourth,2015-03-11T00:00:00Z,5
Clifton Fourth,2015-03-25T00:00:00Z,1
Clifton Fourth,2015-11-18T00:00:00Z,2
Clifton Fourth,2015-12-02T00:00:00Z,1
Clifton Fourth,2015-12-22T00:00:00Z,47
Clifton Fourth,2016-01-13T00:00:00Z,7
Clifton Fourth,2016-01-20T00:00:00Z,4
Clifton Fourth,2016-02-03T00:00:00Z,1
Clifton Fourth,2016-02-10T00:00:00Z,1
Clifton Fourth,2016-02-24T00:00:00Z,1
Clifton Fourth,2016-03-23T00:00:00Z,1
Clifton Fourth,2016-11-23T00:00:00Z,3
Clifton Fourth,2016-11-30T00:00:00Z,1
